S(t),I(t),R(t),mortes(t),tempo
5.2249,7.6332,57.1420,1.1428,174.6
5.2209,7.6198,57.1593,1.1432,174.7
5.2169,7.6065,57.1767,1.1435,174.8
5.2129,7.5932,57.1940,1.1439,174.9
5.2090,7.5799,57.2112,1.1442,175.0
5.2050,7.5666,57.2284,1.1446,175.1
5.2011,7.5533,57.2456,1.1449,175.2
5.1971,7.5401,57.2628,1.1453,175.3
5.1932,7.5269,57.2799,1.1456,175.4
5.1893,7.5137,57.2970,1.1459,175.5
5.1854,7.5005,57.3141,1.1463,175.6
5.1815,7.4873,57.3312,1.1466,175.7
5.1777,7.4742,57.3482,1.1470,175.8
5.1738,7.4611,57.3652,1.1473,175.9
5.1699,7.4480,57.3821,1.1476,176.0
5.1661,7.4349,57.3991,1.1480,176.1
5.1622,7.4218,57.4160,1.1483,176.2
5.1584,7.4088,57.4328,1.1487,176.3
5.1546,7.3958,57.4497,1.1490,176.4
5.1508,7.3828,57.4665,1.1493,176.5
5.1470,7.3698,57.4832,1.1497,176.6
5.1432,7.3569,57.5000,1.1500,176.7
5.1394,7.3439,57.5167,1.1503,176.8
5.1356,7.3310,57.5334,1.1507,176.9
5.1318,7.3181,57.5501,1.1510,177.0
5.1281,7.3052,57.5667,1.1513,177.1
5.1243,7.2924,57.5833,1.1517,177.2
5.1206,7.2795,57.5999,1.1520,177.3
5.1169,7.2667,57.6164,1.1523,177.4
5.1132,7.2539,57.6329,1.1527,177.5
5.1095,7.2412,57.6494,1.1530,177.6
5.1058,7.2284,57.6659,1.1533,177.7
5.1021,7.2157,57.6823,1.1536,177.8
5.0984,7.2029,57.6987,1.1540,177.9
5.0947,7.1902,57.7151,1.1543,178.0
5.0910,7.1776,57.7314,1.1546,178.1
5.0874,7.1649,57.7477,1.1550,178.2
5.0837,7.1523,57.7640,1.1553,178.3
5.0801,7.1396,57.7803,1.1556,178.4
5.0765,7.1270,57.7965,1.1559,178.5
5.0729,7.1145,57.8127,1.1563,178.6
5.0693,7.1019,57.8289,1.1566,178.7
5.0657,7.0894,57.8450,1.1569,178.8
5.0621,7.0768,57.8611,1.1572,178.9
5.0585,7.0643,57.8772,1.1575,179.0
5.0549,7.0519,57.8933,1.1579,179.1
5.0513,7.0394,57.9093,1.1582,179.2
5.0478,7.0270,57.9253,1.1585,179.3
5.0442,7.0145,57.9413,1.1588,179.4
5.0407,7.0021,57.9572,1.1591,179.5
5.0372,6.9897,57.9731,1.1595,179.6
5.0337,6.9774,57.9890,1.1598,179.7
5.0301,6.9650,58.0049,1.1601,179.8
5.0266,6.9527,58.0207,1.1604,179.9
5.0231,6.9404,58.0365,1.1607,180.0
5.0197,6.9281,58.0523,1.1610,180.1
5.0162,6.9158,58.0680,1.1614,180.2
5.0127,6.9036,58.0837,1.1617,180.3
5.0092,6.8914,58.0994,1.1620,180.4
5.0058,6.8792,58.1151,1.1623,180.5
5.0024,6.8670,58.1307,1.1626,180.6
4.9989,6.8548,58.1463,1.1629,180.7
4.9955,6.8426,58.1619,1.1632,180.8
4.9921,6.8305,58.1774,1.1635,180.9
4.9887,6.8184,58.1930,1.1639,181.0
4.9853,6.8063,58.2085,1.1642,181.1
4.9819,6.7942,58.2239,1.1645,181.2
4.9785,6.7822,58.2394,1.1648,181.3
4.9751,6.7701,58.2548,1.1651,181.4
4.9717,6.7581,58.2702,1.1654,181.5
4.9684,6.7461,58.2855,1.1657,181.6
4.9650,6.7341,58.3009,1.1660,181.7
4.9617,6.7222,58.3162,1.1663,181.8
4.9583,6.7102,58.3314,1.1666,181.9
4.9550,6.6983,58.3467,1.1669,182.0
4.9517,6.6864,58.3619,1.1672,182.1
4.9484,6.6745,58.3771,1.1675,182.2
4.9451,6.6626,58.3923,1.1678,182.3
4.9418,6.6508,58.4074,1.1681,182.4
4.9385,6.6390,58.4225,1.1685,182.5
4.9352,6.6272,58.4376,1.1688,182.6
4.9320,6.6154,58.4527,1.1691,182.7
4.9287,6.6036,58.4677,1.1694,182.8
4.9254,6.5918,58.4827,1.1697,182.9
4.9222,6.5801,58.4977,1.1700,183.0
4.9190,6.5684,58.5127,1.1703,183.1
4.9157,6.5567,58.5276,1.1706,183.2
4.9125,6.5450,58.5425,1.1708,183.3
4.9093,6.5334,58.5574,1.1711,183.4
4.9061,6.5217,58.5722,1.1714,183.5
4.9029,6.5101,58.5870,1.1717,183.6
4.8997,6.4985,58.6018,1.1720,183.7
4.8965,6.4869,58.6166,1.1723,183.8
4.8933,6.4753,58.6314,1.1726,183.9
4.8902,6.4638,58.6461,1.1729,184.0
4.8870,6.4523,58.6608,1.1732,184.1
4.8838,6.4408,58.6754,1.1735,184.2
4.8807,6.4293,58.6901,1.1738,184.3
4.8776,6.4178,58.7047,1.1741,184.4
4.8744,6.4063,58.7193,1.1744,184.5
4.8713,6.3949,58.7338,1.1747,184.6
4.8682,6.3835,58.7484,1.1750,184.7
4.8651,6.3721,58.7629,1.1753,184.8
4.8620,6.3607,58.7773,1.1755,184.9
4.8589,6.3493,58.7918,1.1758,185.0
4.8558,6.3380,58.8062,1.1761,185.1
4.8527,6.3267,58.8206,1.1764,185.2
4.8497,6.3153,58.8350,1.1767,185.3
4.8466,6.3041,58.8494,1.1770,185.4
4.8435,6.2928,58.8637,1.1773,185.5
4.8405,6.2815,58.8780,1.1776,185.6
4.8375,6.2703,58.8923,1.1778,185.7
4.8344,6.2591,58.9065,1.1781,185.8
4.8314,6.2479,58.9207,1.1784,185.9
4.8284,6.2367,58.9349,1.1787,186.0
4.8254,6.2255,58.9491,1.1790,186.1
4.8224,6.2144,58.9633,1.1793,186.2
4.8194,6.2033,58.9774,1.1795,186.3
4.8164,6.1922,58.9915,1.1798,186.4
4.8134,6.1811,59.0056,1.1801,186.5
4.8104,6.1700,59.0196,1.1804,186.6
4.8074,6.1589,59.0336,1.1807,186.7
4.8045,6.1479,59.0476,1.1810,186.8
4.8015,6.1369,59.0616,1.1812,186.9
4.7986,6.1259,59.0756,1.1815,187.0
4.7956,6.1149,59.0895,1.1818,187.1
4.7927,6.1039,59.1034,1.1821,187.2
4.7898,6.0930,59.1172,1.1823,187.3
4.7869,6.0821,59.1311,1.1826,187.4
4.7840,6.0711,59.1449,1.1829,187.5
4.7811,6.0602,59.1587,1.1832,187.6
4.7782,6.0494,59.1725,1.1834,187.7
4.7753,6.0385,59.1862,1.1837,187.8
4.7724,6.0277,59.2000,1.1840,187.9
4.7695,6.0169,59.2137,1.1843,188.0
4.7666,6.0060,59.2273,1.1845,188.1
4.7638,5.9953,59.2410,1.1848,188.2
4.7609,5.9845,59.2546,1.1851,188.3
4.7581,5.9737,59.2682,1.1854,188.4
4.7552,5.9630,59.2818,1.1856,188.5
4.7524,5.9523,59.2953,1.1859,188.6
4.7496,5.9416,59.3089,1.1862,188.7
4.7467,5.9309,59.3224,1.1864,188.8
4.7439,5.9202,59.3359,1.1867,188.9
4.7411,5.9096,59.3493,1.1870,189.0
4.7383,5.8990,59.3627,1.1873,189.1
4.7355,5.8884,59.3761,1.1875,189.2
4.7327,5.8778,59.3895,1.1878,189.3
4.7299,5.8672,59.4029,1.1881,189.4
4.7272,5.8566,59.4162,1.1883,189.5
4.7244,5.8461,59.4295,1.1886,189.6
4.7216,5.8356,59.4428,1.1889,189.7
4.7189,5.8251,59.4561,1.1891,189.8
4.7161,5.8146,59.4693,1.1894,189.9
4.7134,5.8041,59.4825,1.1897,190.0
4.7107,5.7936,59.4957,1.1899,190.1
4.7079,5.7832,59.5089,1.1902,190.2
4.7052,5.7728,59.5220,1.1904,190.3
4.7025,5.7624,59.5352,1.1907,190.4
4.6998,5.7520,59.5483,1.1910,190.5
4.6971,5.7416,59.5613,1.1912,190.6
4.6944,5.7313,59.5744,1.1915,190.7
4.6917,5.7209,59.5874,1.1917,190.8
4.6890,5.7106,59.6004,1.1920,190.9
4.6863,5.7003,59.6134,1.1923,191.0
4.6837,5.6900,59.6263,1.1925,191.1
4.6810,5.6798,59.6393,1.1928,191.2
4.6783,5.6695,59.6522,1.1930,191.3
4.6757,5.6593,59.6651,1.1933,191.4
4.6730,5.6491,59.6779,1.1936,191.5
4.6704,5.6389,59.6908,1.1938,191.6
4.6678,5.6287,59.7036,1.1941,191.7
4.6651,5.6185,59.7164,1.1943,191.8
4.6625,5.6084,59.7291,1.1946,191.9
4.6599,5.5982,59.7419,1.1948,192.0
4.6573,5.5881,59.7546,1.1951,192.1
4.6547,5.5780,59.7673,1.1953,192.2
4.6521,5.5679,59.7800,1.1956,192.3
4.6495,5.5579,59.7926,1.1959,192.4
4.6469,5.5478,59.8053,1.1961,192.5
4.6443,5.5378,59.8179,1.1964,192.6
4.6418,5.5278,59.8305,1.1966,192.7
4.6392,5.5178,59.8430,1.1969,192.8
4.6366,5.5078,59.8556,1.1971,192.9
4.6341,5.4978,59.8681,1.1974,193.0
4.6315,5.4879,59.8806,1.1976,193.1
4.6290,5.4780,59.8930,1.1979,193.2
4.6265,5.4681,59.9055,1.1981,193.3
4.6239,5.4582,59.9179,1.1984,193.4
4.6214,5.4483,59.9303,1.1986,193.5
4.6189,5.4384,59.9427,1.1989,193.6
4.6164,5.4286,59.9551,1.1991,193.7
4.6139,5.4187,59.9674,1.1993,193.8
4.6114,5.4089,59.9797,1.1996,193.9
4.6089,5.3991,59.9920,1.1998,194.0
4.6064,5.3893,60.0043,1.2001,194.1
4.6039,5.3796,60.0165,1.2003,194.2
4.6014,5.3698,60.0288,1.2006,194.3
4.5990,5.3601,60.0410,1.2008,194.4
4.5965,5.3504,60.0532,1.2011,194.5
4.5940,5.3407,60.0653,1.2013,194.6
4.5916,5.3310,60.0774,1.2015,194.7
4.5891,5.3213,60.0896,1.2018,194.8
4.5867,5.3117,60.1017,1.2020,194.9
4.5843,5.3020,60.1137,1.2023,195.0
4.5818,5.2924,60.1258,1.2025,195.1
4.5794,5.2828,60.1378,1.2028,195.2
4.5770,5.2732,60.1498,1.2030,195.3
4.5746,5.2636,60.1618,1.2032,195.4
4.5722,5.2541,60.1738,1.2035,195.5
4.5698,5.2446,60.1857,1.2037,195.6
4.5674,5.2350,60.1976,1.2040,195.7
4.5650,5.2255,60.2095,1.2042,195.8
4.5626,5.2160,60.2214,1.2044,195.9
4.5602,5.2066,60.2333,1.2047,196.0
4.5578,5.1971,60.2451,1.2049,196.1
4.5555,5.1877,60.2569,1.2051,196.2
4.5531,5.1782,60.2687,1.2054,196.3
4.5507,5.1688,60.2805,1.2056,196.4
4.5484,5.1594,60.2922,1.2058,196.5
4.5460,5.1500,60.3039,1.2061,196.6
4.5437,5.1407,60.3156,1.2063,196.7
4.5414,5.1313,60.3273,1.2065,196.8
4.5390,5.1220,60.3390,1.2068,196.9
4.5367,5.1127,60.3506,1.2070,197.0
4.5344,5.1034,60.3622,1.2072,197.1
4.5321,5.0941,60.3738,1.2075,197.2
4.5298,5.0848,60.3854,1.2077,197.3
4.5275,5.0756,60.3970,1.2079,197.4
4.5252,5.0663,60.4085,1.2082,197.5
4.5229,5.0571,60.4200,1.2084,197.6
4.5206,5.0479,60.4315,1.2086,197.7
4.5183,5.0387,60.4430,1.2089,197.8
4.5160,5.0295,60.4544,1.2091,197.9
4.5138,5.0204,60.4659,1.2093,198.0
4.5115,5.0112,60.4773,1.2095,198.1
4.5092,5.0021,60.4887,1.2098,198.2
4.5070,4.9930,60.5000,1.2100,198.3
4.5047,4.9839,60.5114,1.2102,198.4
4.5025,4.9748,60.5227,1.2105,198.5
4.5002,4.9658,60.5340,1.2107,198.6
4.4980,4.9567,60.5453,1.2109,198.7
4.4958,4.9477,60.5566,1.2111,198.8
4.4936,4.9386,60.5678,1.2114,198.9
4.4913,4.9296,60.5790,1.2116,199.0
4.4891,4.9207,60.5902,1.2118,199.1
4.4869,4.9117,60.6014,1.2120,199.2
4.4847,4.9027,60.6126,1.2123,199.3
4.4825,4.8938,60.6237,1.2125,199.4
4.4803,4.8848,60.6349,1.2127,199.5
4.4781,4.8759,60.6460,1.2129,199.6
4.4759,4.8670,60.6570,1.2131,199.7
4.4738,4.8582,60.6681,1.2134,199.8
4.4716,4.8493,60.6791,1.2136,199.9
4.4694,4.8404,60.6902,1.2138,200.0
4.4673,4.8316,60.7012,1.2140,200.1
4.4651,4.8228,60.7121,1.2142,200.2
4.4629,4.8140,60.7231,1.2145,200.3
4.4608,4.8052,60.7340,1.2147,200.4
4.4587,4.7964,60.7450,1.2149,200.5
4.4565,4.7876,60.7559,1.2151,200.6
4.4544,4.7789,60.7668,1.2153,200.7
4.4523,4.7702,60.7776,1.2156,200.8
4.4501,4.7614,60.7885,1.2158,200.9
4.4480,4.7527,60.7993,1.2160,201.0
4.4459,4.7440,60.8101,1.2162,201.1
4.4438,4.7354,60.8209,1.2164,201.2
4.4417,4.7267,60.8316,1.2166,201.3
4.4396,4.7181,60.8424,1.2168,201.4
4.4375,4.7094,60.8531,1.2171,201.5
4.4354,4.7008,60.8638,1.2173,201.6
4.4333,4.6922,60.8745,1.2175,201.7
4.4312,4.6836,60.8851,1.2177,201.8
4.4292,4.6751,60.8958,1.2179,201.9
4.4271,4.6665,60.9064,1.2181,202.0
4.4250,4.6580,60.9170,1.2183,202.1
4.4230,4.6495,60.9276,1.2186,202.2
4.4209,4.6409,60.9382,1.2188,202.3
4.4189,4.6325,60.9487,1.2190,202.4
4.4168,4.6240,60.9592,1.2192,202.5
4.4148,4.6155,60.9697,1.2194,202.6
4.4127,4.6070,60.9802,1.2196,202.7
4.4107,4.5986,60.9907,1.2198,202.8
4.4087,4.5902,61.0012,1.2200,202.9
4.4066,4.5818,61.0116,1.2202,203.0
4.4046,4.5734,61.0220,1.2204,203.1
4.4026,4.5650,61.0324,1.2206,203.2
4.4006,4.5566,61.0428,1.2209,203.3
4.3986,4.5483,61.0531,1.2211,203.4
4.3966,4.5400,61.0635,1.2213,203.5
4.3946,4.5316,61.0738,1.2215,203.6
4.3926,4.5233,61.0841,1.2217,203.7
4.3906,4.5150,61.0944,1.2219,203.8
4.3886,4.5068,61.1046,1.2221,203.9
4.3867,4.4985,61.1149,1.2223,204.0
4.3847,4.4902,61.1251,1.2225,204.1
4.3827,4.4820,61.1353,1.2227,204.2
4.3808,4.4738,61.1455,1.2229,204.3
4.3788,4.4656,61.1557,1.2231,204.4
4.3768,4.4574,61.1658,1.2233,204.5
4.3749,4.4492,61.1759,1.2235,204.6
4.3729,4.4410,61.1861,1.2237,204.7
4.3710,4.4329,61.1961,1.2239,204.8
4.3691,4.4247,61.2062,1.2241,204.9
4.3671,4.4166,61.2163,1.2243,205.0
4.3652,4.4085,61.2263,1.2245,205.1
4.3633,4.4004,61.2363,1.2247,205.2
4.3614,4.3923,61.2463,1.2249,205.3
4.3594,4.3843,61.2563,1.2251,205.4
4.3575,4.3762,61.2663,1.2253,205.5
4.3556,4.3682,61.2762,1.2255,205.6
4.3537,4.3602,61.2862,1.2257,205.7
4.3518,4.3521,61.2961,1.2259,205.8
4.3499,4.3441,61.3060,1.2261,205.9
4.3480,4.3362,61.3158,1.2263,206.0
4.3461,4.3282,61.3257,1.2265,206.1
4.3443,4.3202,61.3355,1.2267,206.2
4.3424,4.3123,61.3453,1.2269,206.3
4.3405,4.3044,61.3551,1.2271,206.4
4.3386,4.2965,61.3649,1.2273,206.5
4.3368,4.2886,61.3747,1.2275,206.6
4.3349,4.2807,61.3844,1.2277,206.7
4.3331,4.2728,61.3942,1.2279,206.8
4.3312,4.2649,61.4039,1.2281,206.9
4.3294,4.2571,61.4136,1.2283,207.0
4.3275,4.2493,61.4232,1.2285,207.1
4.3257,4.2414,61.4329,1.2287,207.2
4.3239,4.2336,61.4425,1.2289,207.3
4.3220,4.2258,61.4522,1.2290,207.4
4.3202,4.2181,61.4618,1.2292,207.5
4.3184,4.2103,61.4714,1.2294,207.6
4.3166,4.2025,61.4809,1.2296,207.7
4.3147,4.1948,61.4905,1.2298,207.8
4.3129,4.1871,61.5000,1.2300,207.9
4.3111,4.1794,61.5095,1.2302,208.0
4.3093,4.1717,61.5190,1.2304,208.1
4.3075,4.1640,61.5285,1.2306,208.2
4.3057,4.1563,61.5380,1.2308,208.3
4.3039,4.1487,61.5474,1.2309,208.4
4.3022,4.1410,61.5568,1.2311,208.5
4.3004,4.1334,61.5662,1.2313,208.6
4.2986,4.1258,61.5756,1.2315,208.7
4.2968,4.1182,61.5850,1.2317,208.8
4.2951,4.1106,61.5944,1.2319,208.9
4.2933,4.1030,61.6037,1.2321,209.0
4.2915,4.0954,61.6130,1.2323,209.1
4.2898,4.0879,61.6224,1.2324,209.2
4.2880,4.0804,61.6316,1.2326,209.3
4.2863,4.0728,61.6409,1.2328,209.4
4.2845,4.0653,61.6502,1.2330,209.5
4.2828,4.0578,61.6594,1.2332,209.6
4.2810,4.0503,61.6686,1.2334,209.7
4.2793,4.0429,61.6778,1.2336,209.8
4.2776,4.0354,61.6870,1.2337,209.9
4.2759,4.0280,61.6962,1.2339,210.0
4.2741,4.0205,61.7054,1.2341,210.1
4.2724,4.0131,61.7145,1.2343,210.2
4.2707,4.0057,61.7236,1.2345,210.3
4.2690,3.9983,61.7327,1.2347,210.4
4.2673,3.9909,61.7418,1.2348,210.5
4.2656,3.9836,61.7509,1.2350,210.6
4.2639,3.9762,61.7599,1.2352,210.7
4.2622,3.9689,61.7690,1.2354,210.8
4.2605,3.9615,61.7780,1.2356,210.9
4.2588,3.9542,61.7870,1.2357,211.0
4.2571,3.9469,61.7960,1.2359,211.1
4.2554,3.9396,61.8050,1.2361,211.2
4.2538,3.9324,61.8139,1.2363,211.3
4.2521,3.9251,61.8228,1.2365,211.4
4.2504,3.9178,61.8318,1.2366,211.5
4.2488,3.9106,61.8407,1.2368,211.6
4.2471,3.9034,61.8496,1.2370,211.7
4.2454,3.8962,61.8584,1.2372,211.8
4.2438,3.8890,61.8673,1.2373,211.9
4.2421,3.8818,61.8761,1.2375,212.0
4.2405,3.8746,61.8849,1.2377,212.1
4.2388,3.8674,61.8937,1.2379,212.2
4.2372,3.8603,61.9025,1.2381,212.3
4.2356,3.8531,61.9113,1.2382,212.4
4.2339,3.8460,61.9201,1.2384,212.5
4.2323,3.8389,61.9288,1.2386,212.6
4.2307,3.8318,61.9375,1.2388,212.7
4.2291,3.8247,61.9462,1.2389,212.8
4.2274,3.8176,61.9549,1.2391,212.9
4.2258,3.8106,61.9636,1.2393,213.0
4.2242,3.8035,61.9723,1.2394,213.1
4.2226,3.7965,61.9809,1.2396,213.2
4.2210,3.7895,61.9895,1.2398,213.3
4.2194,3.7825,61.9982,1.2400,213.4
4.2178,3.7755,62.0068,1.2401,213.5
4.2162,3.7685,62.0153,1.2403,213.6
4.2146,3.7615,62.0239,1.2405,213.7
4.2130,3.7545,62.0324,1.2406,213.8
4.2115,3.7476,62.0410,1.2408,213.9
4.2099,3.7406,62.0495,1.2410,214.0
4.2083,3.7337,62.0580,1.2412,214.1
4.2067,3.7268,62.0665,1.2413,214.2
4.2052,3.7199,62.0750,1.2415,214.3
4.2036,3.7130,62.0834,1.2417,214.4
4.2020,3.7061,62.0918,1.2418,214.5
4.2005,3.6993,62.1003,1.2420,214.6
4.1989,3.6924,62.1087,1.2422,214.7
4.1974,3.6856,62.1171,1.2423,214.8
4.1958,3.6787,62.1254,1.2425,214.9
4.1943,3.6719,62.1338,1.2427,215.0
4.1928,3.6651,62.1422,1.2428,215.1
4.1912,3.6583,62.1505,1.2430,215.2
4.1897,3.6515,62.1588,1.2432,215.3
4.1882,3.6448,62.1671,1.2433,215.4
4.1866,3.6380,62.1754,1.2435,215.5
4.1851,3.6313,62.1837,1.2437,215.6
4.1836,3.6245,62.1919,1.2438,215.7
4.1821,3.6178,62.2001,1.2440,215.8
4.1806,3.6111,62.2084,1.2442,215.9
4.1790,3.6044,62.2166,1.2443,216.0
4.1775,3.5977,62.2248,1.2445,216.1
4.1760,3.5911,62.2329,1.2447,216.2
4.1745,3.5844,62.2411,1.2448,216.3
4.1730,3.5777,62.2492,1.2450,216.4
4.1715,3.5711,62.2574,1.2451,216.5
4.1701,3.5645,62.2655,1.2453,216.6
4.1686,3.5579,62.2736,1.2455,216.7
4.1671,3.5513,62.2817,1.2456,216.8
4.1656,3.5447,62.2897,1.2458,216.9
4.1641,3.5381,62.2978,1.2460,217.0
4.1627,3.5315,62.3058,1.2461,217.1
4.1612,3.5250,62.3139,1.2463,217.2
4.1597,3.5184,62.3219,1.2464,217.3
4.1583,3.5119,62.3299,1.2466,217.4
4.1568,3.5054,62.3379,1.2468,217.5
4.1553,3.4989,62.3458,1.2469,217.6
4.1539,3.4924,62.3538,1.2471,217.7
4.1524,3.4859,62.3617,1.2472,217.8
4.1510,3.4794,62.3696,1.2474,217.9
4.1495,3.4729,62.3775,1.2476,218.0
4.1481,3.4665,62.3854,1.2477,218.1
4.1467,3.4600,62.3933,1.2479,218.2
4.1452,3.4536,62.4012,1.2480,218.3
4.1438,3.4472,62.4090,1.2482,218.4
4.1424,3.4408,62.4169,1.2483,218.5
4.1409,3.4344,62.4247,1.2485,218.6
4.1395,3.4280,62.4325,1.2486,218.7
4.1381,3.4216,62.4403,1.2488,218.8
4.1367,3.4153,62.4481,1.2490,218.9
4.1353,3.4089,62.4558,1.2491,219.0
4.1339,3.4026,62.4636,1.2493,219.1
4.1325,3.3963,62.4713,1.2494,219.2
4.1311,3.3899,62.4790,1.2496,219.3
4.1297,3.3836,62.4867,1.2497,219.4
4.1283,3.3774,62.4944,1.2499,219.5
4.1269,3.3711,62.5021,1.2500,219.6
4.1255,3.3648,62.5098,1.2502,219.7
4.1241,3.3585,62.5174,1.2503,219.8
4.1227,3.3523,62.5250,1.2505,219.9
4.1213,3.3461,62.5326,1.2507,220.0
4.1199,3.3398,62.5403,1.2508,220.1
4.1186,3.3336,62.5478,1.2510,220.2
4.1172,3.3274,62.5554,1.2511,220.3
4.1158,3.3212,62.5630,1.2513,220.4
4.1145,3.3150,62.5705,1.2514,220.5
4.1131,3.3089,62.5781,1.2516,220.6
4.1117,3.3027,62.5856,1.2517,220.7
4.1104,3.2966,62.5931,1.2519,220.8
4.1090,3.2904,62.6006,1.2520,220.9
4.1077,3.2843,62.6081,1.2522,221.0
4.1063,3.2782,62.6155,1.2523,221.1
4.1050,3.2721,62.6230,1.2525,221.2
4.1036,3.2660,62.6304,1.2526,221.3
4.1023,3.2599,62.6378,1.2528,221.4
4.1009,3.2538,62.6452,1.2529,221.5
4.0996,3.2478,62.6526,1.2531,221.6
4.0983,3.2417,62.6600,1.2532,221.7
4.0970,3.2357,62.6674,1.2533,221.8
4.0956,3.2297,62.6747,1.2535,221.9
4.0943,3.2236,62.6821,1.2536,222.0
4.0930,3.2176,62.6894,1.2538,222.1
4.0917,3.2116,62.6967,1.2539,222.2
4.0904,3.2056,62.7040,1.2541,222.3
4.0890,3.1997,62.7113,1.2542,222.4
4.0877,3.1937,62.7186,1.2544,222.5
4.0864,3.1878,62.7258,1.2545,222.6
4.0851,3.1818,62.7331,1.2547,222.7
4.0838,3.1759,62.7403,1.2548,222.8
4.0825,3.1700,62.7475,1.2550,222.9
4.0812,3.1641,62.7547,1.2551,223.0
4.0799,3.1582,62.7619,1.2552,223.1
4.0787,3.1523,62.7691,1.2554,223.2
4.0774,3.1464,62.7763,1.2555,223.3
4.0761,3.1405,62.7834,1.2557,223.4
4.0748,3.1347,62.7906,1.2558,223.5
4.0735,3.1288,62.7977,1.2560,223.6
4.0723,3.1230,62.8048,1.2561,223.7
4.0710,3.1171,62.8119,1.2562,223.8
4.0697,3.1113,62.8190,1.2564,223.9
4.0684,3.1055,62.8261,1.2565,224.0
4.0672,3.0997,62.8331,1.2567,224.1
4.0659,3.0940,62.8402,1.2568,224.2
4.0647,3.0882,62.8472,1.2569,224.3
4.0634,3.0824,62.8542,1.2571,224.4
4.0622,3.0767,62.8612,1.2572,224.5
4.0609,3.0709,62.8682,1.2574,224.6
4.0597,3.0652,62.8752,1.2575,224.7
4.0584,3.0595,62.8821,1.2576,224.8
4.0572,3.0538,62.8891,1.2578,224.9
4.0559,3.0481,62.8960,1.2579,225.0
4.0547,3.0424,62.9030,1.2581,225.1
4.0535,3.0367,62.9099,1.2582,225.2
4.0522,3.0310,62.9168,1.2583,225.3
4.0510,3.0253,62.9237,1.2585,225.4
4.0498,3.0197,62.9305,1.2586,225.5
4.0486,3.0141,62.9374,1.2587,225.6
4.0473,3.0084,62.9443,1.2589,225.7
4.0461,3.0028,62.9511,1.2590,225.8
4.0449,2.9972,62.9579,1.2592,225.9
4.0437,2.9916,62.9647,1.2593,226.0
4.0425,2.9860,62.9715,1.2594,226.1
4.0413,2.9804,62.9783,1.2596,226.2
4.0401,2.9749,62.9851,1.2597,226.3
4.0389,2.9693,62.9919,1.2598,226.4
4.0377,2.9638,62.9986,1.2600,226.5
4.0365,2.9582,63.0053,1.2601,226.6
4.0353,2.9527,63.0121,1.2602,226.7
4.0341,2.9472,63.0188,1.2604,226.8
4.0329,2.9417,63.0255,1.2605,226.9
4.0317,2.9362,63.0322,1.2606,227.0
4.0305,2.9307,63.0388,1.2608,227.1
4.0293,2.9252,63.0455,1.2609,227.2
4.0282,2.9197,63.0521,1.2610,227.3
4.0270,2.9143,63.0588,1.2612,227.4
4.0258,2.9088,63.0654,1.2613,227.5
4.0246,2.9034,63.0720,1.2614,227.6
4.0235,2.8979,63.0786,1.2616,227.7
4.0223,2.8925,63.0852,1.2617,227.8
4.0212,2.8871,63.0918,1.2618,227.9
4.0200,2.8817,63.0983,1.2620,228.0
4.0188,2.8763,63.1049,1.2621,228.1
4.0177,2.8709,63.1114,1.2622,228.2
4.0165,2.8656,63.1179,1.2624,228.3
4.0154,2.8602,63.1245,1.2625,228.4
4.0142,2.8549,63.1310,1.2626,228.5
4.0131,2.8495,63.1374,1.2627,228.6
4.0119,2.8442,63.1439,1.2629,228.7
4.0108,2.8389,63.1504,1.2630,228.8
4.0097,2.8335,63.1568,1.2631,228.9
4.0085,2.8282,63.1633,1.2633,229.0
4.0074,2.8229,63.1697,1.2634,229.1
4.0063,2.8177,63.1761,1.2635,229.2
4.0051,2.8124,63.1825,1.2637,229.3
4.0040,2.8071,63.1889,1.2638,229.4
4.0029,2.8019,63.1953,1.2639,229.5
4.0018,2.7966,63.2017,1.2640,229.6
4.0006,2.7914,63.2080,1.2642,229.7
3.9995,2.7862,63.2144,1.2643,229.8
3.9984,2.7809,63.2207,1.2644,229.9
3.9973,2.7757,63.2270,1.2645,230.0
3.9962,2.7705,63.2333,1.2647,230.1
3.9951,2.7653,63.2396,1.2648,230.2
3.9940,2.7602,63.2459,1.2649,230.3
3.9929,2.7550,63.2522,1.2650,230.4
3.9918,2.7498,63.2584,1.2652,230.5
3.9907,2.7447,63.2647,1.2653,230.6
3.9896,2.7395,63.2709,1.2654,230.7
3.9885,2.7344,63.2772,1.2655,230.8
3.9874,2.7293,63.2834,1.2657,230.9
3.9863,2.7242,63.2896,1.2658,231.0
3.9852,2.7191,63.2958,1.2659,231.1
3.9841,2.7140,63.3019,1.2660,231.2
3.9830,2.7089,63.3081,1.2662,231.3
3.9820,2.7038,63.3143,1.2663,231.4
3.9809,2.6987,63.3204,1.2664,231.5
3.9798,2.6937,63.3265,1.2665,231.6
3.9787,2.6886,63.3327,1.2667,231.7
3.9777,2.6836,63.3388,1.2668,231.8
3.9766,2.6785,63.3449,1.2669,231.9
3.9755,2.6735,63.3510,1.2670,232.0
3.9745,2.6685,63.3570,1.2671,232.1
3.9734,2.6635,63.3631,1.2673,232.2
3.9724,2.6585,63.3692,1.2674,232.3
3.9713,2.6535,63.3752,1.2675,232.4
3.9703,2.6485,63.3812,1.2676,232.5
3.9692,2.6436,63.3873,1.2677,232.6
3.9682,2.6386,63.3933,1.2679,232.7
