S(t),I(t),R(t),mortes(t),tempo
4.5359,34.7453,30.7188,0.6144,115.5
4.5202,34.7216,30.7583,0.6152,115.6
4.5045,34.6978,30.7977,0.6160,115.7
4.4889,34.6740,30.8371,0.6167,115.8
4.4733,34.6502,30.8765,0.6175,115.9
4.4578,34.6263,30.9159,0.6183,116.0
4.4424,34.6024,30.9553,0.6191,116.1
4.4270,34.5785,30.9946,0.6199,116.2
4.4117,34.5545,31.0339,0.6207,116.3
4.3964,34.5305,31.0731,0.6215,116.4
4.3813,34.5064,31.1124,0.6222,116.5
4.3661,34.4823,31.1516,0.6230,116.6
4.3511,34.4582,31.1908,0.6238,116.7
4.3361,34.4340,31.2299,0.6246,116.8
4.3212,34.4098,31.2691,0.6254,116.9
4.3063,34.3856,31.3082,0.6262,117.0
4.2915,34.3613,31.3472,0.6269,117.1
4.2767,34.3370,31.3863,0.6277,117.2
4.2620,34.3127,31.4253,0.6285,117.3
4.2474,34.2883,31.4643,0.6293,117.4
4.2329,34.2639,31.5033,0.6301,117.5
4.2184,34.2395,31.5422,0.6308,117.6
4.2039,34.2150,31.5811,0.6316,117.7
4.1895,34.1905,31.6200,0.6324,117.8
4.1752,34.1660,31.6588,0.6332,117.9
4.1609,34.1414,31.6977,0.6340,118.0
4.1467,34.1168,31.7365,0.6347,118.1
4.1326,34.0922,31.7752,0.6355,118.2
4.1185,34.0676,31.8140,0.6363,118.3
4.1045,34.0429,31.8527,0.6371,118.4
4.0905,34.0182,31.8914,0.6378,118.5
4.0766,33.9934,31.9300,0.6386,118.6
4.0627,33.9687,31.9687,0.6394,118.7
4.0489,33.9439,32.0073,0.6401,118.8
4.0352,33.9190,32.0458,0.6409,118.9
4.0215,33.8942,32.0844,0.6417,119.0
4.0079,33.8693,32.1229,0.6425,119.1
3.9943,33.8444,32.1614,0.6432,119.2
3.9808,33.8194,32.1998,0.6440,119.3
3.9673,33.7945,32.2383,0.6448,119.4
3.9539,33.7695,32.2767,0.6455,119.5
3.9405,33.7444,32.3150,0.6463,119.6
3.9272,33.7194,32.3534,0.6471,119.7
3.9140,33.6943,32.3917,0.6478,119.8
3.9008,33.6692,32.4300,0.6486,119.9
3.8877,33.6441,32.4683,0.6494,120.0
3.8746,33.6189,32.5065,0.6501,120.1
3.8616,33.5938,32.5447,0.6509,120.2
3.8486,33.5686,32.5829,0.6517,120.3
3.8357,33.5433,32.6210,0.6524,120.4
3.8228,33.5181,32.6591,0.6532,120.5
3.8100,33.4928,32.6972,0.6539,120.6
3.7972,33.4675,32.7353,0.6547,120.7
3.7845,33.4422,32.7733,0.6555,120.8
3.7719,33.4169,32.8113,0.6562,120.9
3.7593,33.3915,32.8493,0.6570,121.0
3.7467,33.3661,32.8872,0.6577,121.1
3.7342,33.3407,32.9252,0.6585,121.2
3.7218,33.3152,32.9630,0.6593,121.3
3.7094,33.2898,33.0009,0.6600,121.4
3.6970,33.2643,33.0387,0.6608,121.5
3.6847,33.2388,33.0765,0.6615,121.6
3.6725,33.2133,33.1143,0.6623,121.7
3.6603,33.1877,33.1520,0.6630,121.8
3.6481,33.1622,33.1898,0.6638,121.9
3.6360,33.1366,33.2274,0.6645,122.0
3.6240,33.1110,33.2651,0.6653,122.1
3.6120,33.0853,33.3027,0.6661,122.2
3.6000,33.0597,33.3403,0.6668,122.3
3.5881,33.0340,33.3779,0.6676,122.4
3.5763,33.0084,33.4154,0.6683,122.5
3.5645,32.9826,33.4529,0.6691,122.6
3.5527,32.9569,33.4904,0.6698,122.7
3.5410,32.9312,33.5279,0.6706,122.8
3.5294,32.9054,33.5653,0.6713,122.9
3.5177,32.8796,33.6027,0.6721,123.0
3.5062,32.8538,33.6400,0.6728,123.1
3.4947,32.8280,33.6774,0.6735,123.2
3.4832,32.8022,33.7147,0.6743,123.3
3.4718,32.7763,33.7520,0.6750,123.4
3.4604,32.7505,33.7892,0.6758,123.5
3.4490,32.7246,33.8264,0.6765,123.6
3.4378,32.6987,33.8636,0.6773,123.7
3.4265,32.6728,33.9008,0.6780,123.8
3.4153,32.6468,33.9379,0.6788,123.9
3.4042,32.6209,33.9750,0.6795,124.0
3.3931,32.5949,34.0121,0.6802,124.1
3.3820,32.5690,34.0491,0.6810,124.2
3.3710,32.5430,34.0861,0.6817,124.3
3.3600,32.5169,34.1231,0.6825,124.4
3.3491,32.4909,34.1600,0.6832,124.5
3.3382,32.4649,34.1970,0.6839,124.6
3.3274,32.4388,34.2339,0.6847,124.7
3.3166,32.4128,34.2707,0.6854,124.8
3.3058,32.3867,34.3075,0.6862,124.9
3.2951,32.3606,34.3444,0.6869,125.0
3.2845,32.3345,34.3811,0.6876,125.1
3.2738,32.3083,34.4179,0.6884,125.2
3.2633,32.2822,34.4546,0.6891,125.3
3.2527,32.2561,34.4913,0.6898,125.4
3.2422,32.2299,34.5279,0.6906,125.5
3.2318,32.2037,34.5645,0.6913,125.6
3.2214,32.1775,34.6011,0.6920,125.7
3.2110,32.1513,34.6377,0.6928,125.8
3.2007,32.1251,34.6742,0.6935,125.9
3.1904,32.0989,34.7108,0.6942,126.0
3.1802,32.0727,34.7472,0.6949,126.1
3.1700,32.0464,34.7837,0.6957,126.2
3.1598,32.0202,34.8201,0.6964,126.3
3.1497,31.9939,34.8565,0.6971,126.4
3.1396,31.9676,34.8928,0.6979,126.5
3.1296,31.9413,34.9292,0.6986,126.6
3.1196,31.9150,34.9655,0.6993,126.7
3.1096,31.8887,35.0017,0.7000,126.8
3.0997,31.8624,35.0380,0.7008,126.9
3.0898,31.8361,35.0742,0.7015,127.0
3.0800,31.8097,35.1103,0.7022,127.1
3.0702,31.7834,35.1465,0.7029,127.2
3.0604,31.7570,35.1826,0.7037,127.3
3.0507,31.7306,35.2187,0.7044,127.4
3.0410,31.7043,35.2548,0.7051,127.5
3.0314,31.6779,35.2908,0.7058,127.6
3.0218,31.6515,35.3268,0.7065,127.7
3.0122,31.6251,35.3628,0.7073,127.8
3.0027,31.5987,35.3987,0.7080,127.9
2.9932,31.5723,35.4346,0.7087,128.0
2.9838,31.5458,35.4705,0.7094,128.1
2.9744,31.5194,35.5063,0.7101,128.2
2.9650,31.4930,35.5421,0.7108,128.3
2.9556,31.4665,35.5779,0.7116,128.4
2.9463,31.4400,35.6137,0.7123,128.5
2.9371,31.4136,35.6494,0.7130,128.6
2.9279,31.3871,35.6851,0.7137,128.7
2.9187,31.3606,35.7208,0.7144,128.8
2.9095,31.3342,35.7564,0.7151,128.9
2.9004,31.3077,35.7920,0.7158,129.0
2.8913,31.2812,35.8276,0.7166,129.1
2.8823,31.2547,35.8631,0.7173,129.2
2.8733,31.2282,35.8987,0.7180,129.3
2.8643,31.2016,35.9341,0.7187,129.4
2.8554,31.1751,35.9696,0.7194,129.5
2.8465,31.1486,36.0050,0.7201,129.6
2.8376,31.1221,36.0404,0.7208,129.7
2.8288,31.0955,36.0758,0.7215,129.8
2.8200,31.0690,36.1111,0.7222,129.9
2.8112,31.0424,36.1464,0.7229,130.0
2.8025,31.0159,36.1817,0.7236,130.1
2.7938,30.9893,36.2169,0.7243,130.2
2.7851,30.9628,36.2522,0.7250,130.3
2.7765,30.9362,36.2873,0.7257,130.4
2.7679,30.9097,36.3225,0.7265,130.5
2.7594,30.8831,36.3576,0.7272,130.6
2.7508,30.8565,36.3927,0.7279,130.7
2.7423,30.8299,36.4278,0.7286,130.8
2.7339,30.8034,36.4628,0.7293,130.9
2.7255,30.7768,36.4978,0.7300,131.0
2.7171,30.7502,36.5328,0.7307,131.1
2.7087,30.7236,36.5677,0.7314,131.2
2.7004,30.6970,36.6027,0.7321,131.3
2.6921,30.6704,36.6375,0.7328,131.4
2.6839,30.6438,36.6724,0.7334,131.5
2.6756,30.6172,36.7072,0.7341,131.6
2.6674,30.5906,36.7420,0.7348,131.7
2.6593,30.5640,36.7768,0.7355,131.8
2.6511,30.5374,36.8115,0.7362,131.9
2.6431,30.5108,36.8462,0.7369,132.0
2.6350,30.4842,36.8809,0.7376,132.1
2.6270,30.4576,36.9155,0.7383,132.2
2.6190,30.4310,36.9501,0.7390,132.3
2.6110,30.4044,36.9847,0.7397,132.4
2.6030,30.3778,37.0193,0.7404,132.5
2.5951,30.3512,37.0538,0.7411,132.6
2.5873,30.3245,37.0883,0.7418,132.7
2.5794,30.2979,37.1227,0.7425,132.8
2.5716,30.2713,37.1572,0.7431,132.9
2.5638,30.2447,37.1916,0.7438,133.0
2.5561,30.2181,37.2259,0.7445,133.1
2.5483,30.1915,37.2603,0.7452,133.2
2.5406,30.1648,37.2946,0.7459,133.3
2.5330,30.1382,37.3289,0.7466,133.4
2.5253,30.1116,37.3631,0.7473,133.5
2.5177,30.0850,37.3973,0.7479,133.6
2.5102,30.0584,37.4315,0.7486,133.7
2.5026,30.0318,37.4657,0.7493,133.8
2.4951,30.0052,37.4998,0.7500,133.9
2.4876,29.9786,37.5339,0.7507,134.0
2.4802,29.9520,37.5680,0.7514,134.1
2.4727,29.9253,37.6020,0.7520,134.2
2.4653,29.8987,37.6360,0.7527,134.3
2.4580,29.8721,37.6700,0.7534,134.4
2.4506,29.8455,37.7039,0.7541,134.5
2.4433,29.8189,37.7378,0.7548,134.6
2.4360,29.7923,37.7717,0.7554,134.7
2.4288,29.7657,37.8056,0.7561,134.8
2.4215,29.7391,37.8394,0.7568,134.9
2.4143,29.7125,37.8732,0.7575,135.0
2.4072,29.6860,37.9070,0.7581,135.1
2.4000,29.6594,37.9407,0.7588,135.2
2.3929,29.6328,37.9744,0.7595,135.3
2.3858,29.6062,38.0081,0.7602,135.4
2.3787,29.5796,38.0417,0.7608,135.5
2.3717,29.5530,38.0753,0.7615,135.6
2.3647,29.5265,38.1089,0.7622,135.7
2.3577,29.4999,38.1425,0.7628,135.8
2.3508,29.4733,38.1760,0.7635,135.9
2.3438,29.4468,38.2095,0.7642,136.0
2.3369,29.4202,38.2429,0.7649,136.1
2.3301,29.3936,38.2764,0.7655,136.2
2.3232,29.3671,38.3098,0.7662,136.3
2.3164,29.3405,38.3431,0.7669,136.4
2.3096,29.3140,38.3765,0.7675,136.5
2.3028,29.2875,38.4098,0.7682,136.6
2.2961,29.2609,38.4431,0.7689,136.7
2.2894,29.2344,38.4763,0.7695,136.8
2.2827,29.2079,38.5095,0.7702,136.9
2.2760,29.1813,38.5427,0.7709,137.0
2.2694,29.1548,38.5759,0.7715,137.1
2.2627,29.1283,38.6090,0.7722,137.2
2.2561,29.1018,38.6421,0.7728,137.3
2.2496,29.0753,38.6752,0.7735,137.4
2.2430,29.0488,38.7082,0.7742,137.5
2.2365,29.0223,38.7412,0.7748,137.6
2.2300,28.9958,38.7742,0.7755,137.7
2.2236,28.9693,38.8072,0.7761,137.8
2.2171,28.9428,38.8401,0.7768,137.9
2.2107,28.9164,38.8730,0.7775,138.0
2.2043,28.8899,38.9058,0.7781,138.1
2.1979,28.8634,38.9387,0.7788,138.2
2.1916,28.8370,38.9715,0.7794,138.3
2.1853,28.8105,39.0042,0.7801,138.4
2.1790,28.7841,39.0370,0.7807,138.5
2.1727,28.7577,39.0697,0.7814,138.6
2.1665,28.7312,39.1024,0.7820,138.7
2.1602,28.7048,39.1350,0.7827,138.8
2.1540,28.6784,39.1676,0.7834,138.9
2.1479,28.6520,39.2002,0.7840,139.0
2.1417,28.6256,39.2328,0.7847,139.1
2.1356,28.5992,39.2653,0.7853,139.2
2.1295,28.5728,39.2978,0.7860,139.3
2.1234,28.5464,39.3303,0.7866,139.4
2.1173,28.5200,39.3627,0.7873,139.5
2.1113,28.4937,39.3951,0.7879,139.6
2.1053,28.4673,39.4275,0.7886,139.7
2.0993,28.4409,39.4599,0.7892,139.8
2.0933,28.4146,39.4922,0.7898,139.9
2.0874,28.3882,39.5245,0.7905,140.0
2.0814,28.3619,39.5567,0.7911,140.1
2.0755,28.3356,39.5890,0.7918,140.2
2.0696,28.3093,39.6212,0.7924,140.3
2.0638,28.2830,39.6533,0.7931,140.4
2.0580,28.2567,39.6855,0.7937,140.5
2.0521,28.2304,39.7176,0.7944,140.6
2.0463,28.2041,39.7497,0.7950,140.7
2.0406,28.1778,39.7817,0.7956,140.8
2.0348,28.1515,39.8137,0.7963,140.9
2.0291,28.1253,39.8457,0.7969,141.0
2.0234,28.0990,39.8777,0.7976,141.1
2.0177,28.0728,39.9096,0.7982,141.2
2.0120,28.0465,39.9415,0.7988,141.3
2.0064,28.0203,39.9734,0.7995,141.4
2.0008,27.9941,40.0052,0.8001,141.5
1.9952,27.9679,40.0370,0.8007,141.6
1.9896,27.9417,40.0688,0.8014,141.7
1.9840,27.9155,40.1006,0.8020,141.8
1.9785,27.8893,40.1323,0.8026,141.9
1.9730,27.8631,40.1640,0.8033,142.0
1.9675,27.8370,40.1956,0.8039,142.1
1.9620,27.8108,40.2273,0.8045,142.2
1.9565,27.7847,40.2589,0.8052,142.3
1.9511,27.7585,40.2905,0.8058,142.4
1.9457,27.7324,40.3220,0.8064,142.5
1.9403,27.7063,40.3535,0.8071,142.6
1.9349,27.6802,40.3850,0.8077,142.7
1.9296,27.6541,40.4165,0.8083,142.8
1.9242,27.6280,40.4479,0.8090,142.9
1.9189,27.6019,40.4793,0.8096,143.0
1.9136,27.5758,40.5106,0.8102,143.1
1.9083,27.5498,40.5420,0.8108,143.2
1.9031,27.5237,40.5733,0.8115,143.3
1.8978,27.4977,40.6046,0.8121,143.4
1.8926,27.4716,40.6358,0.8127,143.5
1.8874,27.4456,40.6670,0.8133,143.6
1.8822,27.4196,40.6982,0.8140,143.7
1.8771,27.3936,40.7294,0.8146,143.8
1.8719,27.3676,40.7605,0.8152,143.9
1.8668,27.3417,40.7916,0.8158,144.0
1.8617,27.3157,40.8227,0.8165,144.1
1.8566,27.2897,40.8537,0.8171,144.2
1.8516,27.2638,40.8847,0.8177,144.3
1.8465,27.2379,40.9157,0.8183,144.4
1.8415,27.2119,40.9467,0.8189,144.5
1.8365,27.1860,40.9776,0.8196,144.6
1.8315,27.1601,41.0085,0.8202,144.7
1.8265,27.1342,41.0393,0.8208,144.8
1.8216,27.1084,41.0702,0.8214,144.9
1.8166,27.0825,41.1010,0.8220,145.0
1.8117,27.0566,41.1317,0.8226,145.1
1.8068,27.0308,41.1625,0.8232,145.2
1.8019,27.0050,41.1932,0.8239,145.3
1.7970,26.9791,41.2239,0.8245,145.4
1.7922,26.9533,41.2546,0.8251,145.5
1.7874,26.9275,41.2852,0.8257,145.6
1.7825,26.9017,41.3158,0.8263,145.7
1.7778,26.8760,41.3464,0.8269,145.8
1.7730,26.8502,41.3769,0.8275,145.9
1.7682,26.8245,41.4074,0.8281,146.0
1.7635,26.7987,41.4379,0.8288,146.1
1.7587,26.7730,41.4683,0.8294,146.2
1.7540,26.7473,41.4988,0.8300,146.3
1.7493,26.7216,41.5292,0.8306,146.4
1.7447,26.6959,41.5595,0.8312,146.5
1.7400,26.6702,41.5899,0.8318,146.6
1.7354,26.6445,41.6202,0.8324,146.7
1.7308,26.6189,41.6504,0.8330,146.8
1.7261,26.5932,41.6807,0.8336,146.9
1.7216,26.5676,41.7109,0.8342,147.0
1.7170,26.5420,41.7411,0.8348,147.1
1.7124,26.5164,41.7713,0.8354,147.2
1.7079,26.4908,41.8014,0.8360,147.3
1.7034,26.4652,41.8315,0.8366,147.4
1.6988,26.4396,41.8616,0.8372,147.5
1.6944,26.4141,41.8916,0.8378,147.6
1.6899,26.3886,41.9216,0.8384,147.7
1.6854,26.3630,41.9516,0.8390,147.8
1.6810,26.3375,41.9816,0.8396,147.9
1.6766,26.3120,42.0115,0.8402,148.0
1.6721,26.2865,42.0414,0.8408,148.1
1.6677,26.2610,42.0713,0.8414,148.2
1.6634,26.2356,42.1011,0.8420,148.3
1.6590,26.2101,42.1309,0.8426,148.4
1.6547,26.1847,42.1607,0.8432,148.5
1.6503,26.1593,42.1905,0.8438,148.6
1.6460,26.1339,42.2202,0.8444,148.7
1.6417,26.1085,42.2499,0.8450,148.8
1.6374,26.0831,42.2796,0.8456,148.9
1.6331,26.0577,42.3092,0.8462,149.0
1.6289,26.0324,42.3388,0.8468,149.1
1.6246,26.0070,42.3684,0.8474,149.2
1.6204,25.9817,42.3980,0.8480,149.3
1.6162,25.9564,42.4275,0.8485,149.4
1.6120,25.9311,42.4570,0.8491,149.5
1.6078,25.9058,42.4864,0.8497,149.6
1.6037,25.8805,42.5159,0.8503,149.7
1.5995,25.8553,42.5453,0.8509,149.8
1.5954,25.8300,42.5747,0.8515,149.9
1.5913,25.8048,42.6040,0.8521,150.0
1.5872,25.7796,42.6334,0.8527,150.1
1.5831,25.7544,42.6626,0.8533,150.2
1.5790,25.7292,42.6919,0.8538,150.3
1.5749,25.7040,42.7211,0.8544,150.4
1.5709,25.6788,42.7504,0.8550,150.5
1.5668,25.6537,42.7795,0.8556,150.6
1.5628,25.6286,42.8087,0.8562,150.7
1.5588,25.6034,42.8378,0.8568,150.8
1.5548,25.5783,42.8669,0.8573,150.9
1.5509,25.5532,42.8960,0.8579,151.0
1.5469,25.5282,42.9250,0.8585,151.1
1.5429,25.5031,42.9540,0.8591,151.2
1.5390,25.4781,42.9830,0.8597,151.3
1.5351,25.4530,43.0120,0.8602,151.4
1.5312,25.4280,43.0409,0.8608,151.5
1.5273,25.4030,43.0698,0.8614,151.6
1.5234,25.3780,43.0986,0.8620,151.7
1.5195,25.3530,43.1275,0.8625,151.8
1.5157,25.3281,43.1563,0.8631,151.9
1.5118,25.3031,43.1851,0.8637,152.0
1.5080,25.2782,43.2138,0.8643,152.1
1.5042,25.2533,43.2426,0.8649,152.2
1.5004,25.2284,43.2713,0.8654,152.3
1.4966,25.2035,43.2999,0.8660,152.4
1.4929,25.1787,43.3286,0.8666,152.5
1.4891,25.1538,43.3572,0.8671,152.6
1.4853,25.1290,43.3858,0.8677,152.7
1.4816,25.1041,43.4143,0.8683,152.8
1.4779,25.0793,43.4428,0.8689,152.9
1.4742,25.0545,43.4713,0.8694,153.0
1.4705,25.0298,43.4998,0.8700,153.1
1.4668,25.0050,43.5283,0.8706,153.2
1.4631,24.9803,43.5567,0.8711,153.3
1.4595,24.9555,43.5851,0.8717,153.4
1.4559,24.9308,43.6134,0.8723,153.5
1.4522,24.9061,43.6417,0.8728,153.6
1.4486,24.8814,43.6700,0.8734,153.7
1.4450,24.8567,43.6983,0.8740,153.8
1.4414,24.8321,43.7266,0.8745,153.9
1.4378,24.8075,43.7548,0.8751,154.0
1.4343,24.7828,43.7830,0.8757,154.1
1.4307,24.7582,43.8111,0.8762,154.2
1.4272,24.7336,43.8393,0.8768,154.3
1.4236,24.7091,43.8674,0.8773,154.4
1.4201,24.6845,43.8955,0.8779,154.5
1.4166,24.6599,43.9235,0.8785,154.6
1.4131,24.6354,43.9515,0.8790,154.7
1.4096,24.6109,43.9795,0.8796,154.8
1.4062,24.5864,44.0075,0.8801,154.9
1.4027,24.5619,44.0354,0.8807,155.0
1.3993,24.5375,44.0633,0.8813,155.1
1.3958,24.5130,44.0912,0.8818,155.2
1.3924,24.4886,44.1191,0.8824,155.3
1.3890,24.4642,44.1469,0.8829,155.4
1.3856,24.4398,44.1747,0.8835,155.5
1.3822,24.4154,44.2025,0.8840,155.6
1.3788,24.3910,44.2302,0.8846,155.7
1.3755,24.3666,44.2579,0.8852,155.8
1.3721,24.3423,44.2856,0.8857,155.9
1.3688,24.3180,44.3133,0.8863,156.0
1.3655,24.2937,44.3409,0.8868,156.1
1.3621,24.2694,44.3685,0.8874,156.2
1.3588,24.2451,44.3961,0.8879,156.3
1.3555,24.2209,44.4237,0.8885,156.4
1.3523,24.1966,44.4512,0.8890,156.5
1.3490,24.1724,44.4787,0.8896,156.6
1.3457,24.1482,44.5062,0.8901,156.7
1.3425,24.1240,44.5336,0.8907,156.8
1.3392,24.0998,44.5610,0.8912,156.9
1.3360,24.0757,44.5884,0.8918,157.0
1.3328,24.0515,44.6158,0.8923,157.1
1.3296,24.0274,44.6431,0.8929,157.2
1.3264,24.0033,44.6704,0.8934,157.3
1.3232,23.9792,44.6977,0.8940,157.4
1.3200,23.9551,44.7249,0.8945,157.5
1.3169,23.9311,44.7521,0.8950,157.6
1.3137,23.9070,44.7793,0.8956,157.7
1.3106,23.8830,44.8065,0.8961,157.8
1.3075,23.8590,44.8336,0.8967,157.9
1.3043,23.8350,44.8608,0.8972,158.0
1.3012,23.8110,44.8878,0.8978,158.1
1.2981,23.7871,44.9149,0.8983,158.2
1.2950,23.7631,44.9419,0.8988,158.3
1.2920,23.7392,44.9689,0.8994,158.4
1.2889,23.7153,44.9959,0.8999,158.5
1.2858,23.6914,45.0229,0.9005,158.6
1.2828,23.6675,45.0498,0.9010,158.7
1.2798,23.6436,45.0767,0.9015,158.8
1.2767,23.6198,45.1035,0.9021,158.9
1.2737,23.5960,45.1304,0.9026,159.0
1.2707,23.5722,45.1572,0.9031,159.1
1.2677,23.5484,45.1840,0.9037,159.2
1.2647,23.5246,45.2107,0.9042,159.3
1.2618,23.5008,45.2375,0.9047,159.4
1.2588,23.4771,45.2642,0.9053,159.5
1.2558,23.4534,45.2909,0.9058,159.6
1.2529,23.4297,45.3175,0.9064,159.7
1.2500,23.4060,45.3441,0.9069,159.8
1.2470,23.3823,45.3707,0.9074,159.9
1.2441,23.3587,45.3973,0.9079,160.0
1.2412,23.3350,45.4238,0.9085,160.1
1.2383,23.3114,45.4504,0.9090,160.2
1.2354,23.2878,45.4768,0.9095,160.3
1.2325,23.2642,45.5033,0.9101,160.4
1.2297,23.2406,45.5297,0.9106,160.5
1.2268,23.2171,45.5562,0.9111,160.6
1.2240,23.1936,45.5825,0.9117,160.7
1.2211,23.1700,45.6089,0.9122,160.8
1.2183,23.1465,45.6352,0.9127,160.9
1.2155,23.1231,45.6615,0.9132,161.0
1.2127,23.0996,45.6878,0.9138,161.1
1.2099,23.0761,45.7141,0.9143,161.2
1.2071,23.0527,45.7403,0.9148,161.3
1.2043,23.0293,45.7665,0.9153,161.4
1.2015,23.0059,45.7926,0.9159,161.5
1.1988,22.9825,45.8188,0.9164,161.6
1.1960,22.9592,45.8449,0.9169,161.7
1.1933,22.9358,45.8710,0.9174,161.8
1.1905,22.9125,45.8970,0.9179,161.9
1.1878,22.8892,45.9231,0.9185,162.0
1.1851,22.8659,45.9491,0.9190,162.1
1.1824,22.8426,45.9751,0.9195,162.2
1.1797,22.8194,46.0010,0.9200,162.3
1.1770,22.7961,46.0270,0.9205,162.4
1.1743,22.7729,46.0529,0.9211,162.5
1.1716,22.7497,46.0788,0.9216,162.6
1.1689,22.7265,46.1046,0.9221,162.7
1.1663,22.7033,46.1304,0.9226,162.8
1.1636,22.6802,46.1562,0.9231,162.9
1.1610,22.6571,46.1820,0.9236,163.0
1.1584,22.6339,46.2077,0.9242,163.1
1.1558,22.6108,46.2335,0.9247,163.2
1.1531,22.5878,46.2592,0.9252,163.3
1.1505,22.5647,46.2848,0.9257,163.4
1.1479,22.5416,46.3105,0.9262,163.5
1.1454,22.5186,46.3361,0.9267,163.6
1.1428,22.4956,46.3617,0.9272,163.7
1.1402,22.4726,46.3872,0.9277,163.8
1.1376,22.4496,46.4128,0.9283,163.9
1.1351,22.4267,46.4383,0.9288,164.0
1.1325,22.4037,46.4638,0.9293,164.1
1.1300,22.3808,46.4892,0.9298,164.2
1.1275,22.3579,46.5147,0.9303,164.3
1.1250,22.3350,46.5401,0.9308,164.4
1.1224,22.3122,46.5654,0.9313,164.5
1.1199,22.2893,46.5908,0.9318,164.6
1.1174,22.2665,46.6161,0.9323,164.7
1.1149,22.2437,46.6414,0.9328,164.8
1.1125,22.2209,46.6667,0.9333,164.9
1.1100,22.1981,46.6920,0.9338,165.0
1.1075,22.1753,46.7172,0.9343,165.1
1.1051,22.1526,46.7424,0.9348,165.2
1.1026,22.1299,46.7676,0.9354,165.3
1.1002,22.1072,46.7927,0.9359,165.4
1.0978,22.0845,46.8178,0.9364,165.5
1.0953,22.0618,46.8429,0.9369,165.6
1.0929,22.0391,46.8680,0.9374,165.7
1.0905,22.0165,46.8930,0.9379,165.8
1.0881,21.9939,46.9181,0.9384,165.9
1.0857,21.9713,46.9431,0.9389,166.0
1.0833,21.9487,46.9680,0.9394,166.1
1.0810,21.9261,46.9930,0.9399,166.2
1.0786,21.9036,47.0179,0.9404,166.3
1.0762,21.8811,47.0428,0.9409,166.4
1.0739,21.8586,47.0676,0.9414,166.5
1.0715,21.8361,47.0925,0.9418,166.6
1.0692,21.8136,47.1173,0.9423,166.7
1.0668,21.7911,47.1421,0.9428,166.8
1.0645,21.7687,47.1668,0.9433,166.9
1.0622,21.7463,47.1916,0.9438,167.0
1.0599,21.7239,47.2163,0.9443,167.1
1.0576,21.7015,47.2410,0.9448,167.2
1.0553,21.6791,47.2656,0.9453,167.3
1.0530,21.6568,47.2903,0.9458,167.4
1.0507,21.6345,47.3149,0.9463,167.5
1.0485,21.6121,47.3395,0.9468,167.6
1.0462,21.5898,47.3640,0.9473,167.7
1.0439,21.5676,47.3886,0.9478,167.8
1.0417,21.5453,47.4131,0.9483,167.9
1.0394,21.5231,47.4375,0.9488,168.0
