S,I,R,mortes,tempo
0.1936,3.2843,66.5222,1.3304,339.3
0.1936,3.2806,66.5259,1.3305,339.4
0.1935,3.2769,66.5297,1.3306,339.5
0.1934,3.2733,66.5334,1.3307,339.6
0.1934,3.2696,66.5371,1.3307,339.7
0.1933,3.2660,66.5408,1.3308,339.8
0.1932,3.2623,66.5445,1.3309,339.9
0.1932,3.2587,66.5483,1.3310,340.0
0.1931,3.2550,66.5520,1.3310,340.1
0.1931,3.2514,66.5557,1.3311,340.2
0.1930,3.2478,66.5593,1.3312,340.3
0.1929,3.2441,66.5630,1.3313,340.4
0.1929,3.2405,66.5667,1.3313,340.5
0.1928,3.2369,66.5704,1.3314,340.6
0.1927,3.2333,66.5741,1.3315,340.7
0.1927,3.2297,66.5778,1.3316,340.8
0.1926,3.2260,66.5814,1.3316,340.9
0.1926,3.2224,66.5851,1.3317,341.0
0.1925,3.2188,66.5888,1.3318,341.1
0.1924,3.2152,66.5924,1.3318,341.2
0.1924,3.2117,66.5961,1.3319,341.3
0.1923,3.2081,66.5997,1.3320,341.4
0.1922,3.2045,66.6034,1.3321,341.5
0.1922,3.2009,66.6070,1.3321,341.6
0.1921,3.1973,66.6106,1.3322,341.7
0.1921,3.1938,66.6143,1.3323,341.8
0.1920,3.1902,66.6179,1.3324,341.9
0.1919,3.1866,66.6215,1.3324,342.0
0.1919,3.1831,66.6252,1.3325,342.1
0.1918,3.1795,66.6288,1.3326,342.2
0.1918,3.1760,66.6324,1.3326,342.3
0.1917,3.1724,66.6360,1.3327,342.4
0.1916,3.1689,66.6396,1.3328,342.5
0.1916,3.1653,66.6432,1.3329,342.6
0.1915,3.1618,66.6468,1.3329,342.7
0.1915,3.1583,66.6504,1.3330,342.8
0.1914,3.1547,66.6540,1.3331,342.9
0.1913,3.1512,66.6576,1.3332,343.0
0.1913,3.1477,66.6611,1.3332,343.1
0.1912,3.1442,66.6647,1.3333,343.2
0.1912,3.1406,66.6683,1.3334,343.3
0.1911,3.1371,66.6719,1.3334,343.4
0.1910,3.1336,66.6754,1.3335,343.5
0.1910,3.1301,66.6790,1.3336,343.6
0.1909,3.1266,66.6825,1.3337,343.7
0.1909,3.1231,66.6861,1.3337,343.8
0.1908,3.1197,66.6897,1.3338,343.9
0.1907,3.1162,66.6932,1.3339,344.0
0.1907,3.1127,66.6967,1.3339,344.1
0.1906,3.1092,66.7003,1.3340,344.2
0.1906,3.1057,66.7038,1.3341,344.3
0.1905,3.1023,66.7073,1.3341,344.4
0.1904,3.0988,66.7109,1.3342,344.5
0.1904,3.0953,66.7144,1.3343,344.6
0.1903,3.0919,66.7179,1.3344,344.7
0.1903,3.0884,66.7214,1.3344,344.8
0.1902,3.0850,66.7249,1.3345,344.9
0.1901,3.0815,66.7284,1.3346,345.0
0.1901,3.0781,66.7319,1.3346,345.1
0.1900,3.0746,66.7354,1.3347,345.2
0.1900,3.0712,66.7389,1.3348,345.3
0.1899,3.0678,66.7424,1.3348,345.4
0.1899,3.0643,66.7459,1.3349,345.5
0.1898,3.0609,66.7494,1.3350,345.6
0.1897,3.0575,66.7529,1.3351,345.7
0.1897,3.0541,66.7563,1.3351,345.8
0.1896,3.0507,66.7598,1.3352,345.9
0.1896,3.0473,66.7633,1.3353,346.0
0.1895,3.0439,66.7667,1.3353,346.1
0.1894,3.0405,66.7702,1.3354,346.2
0.1894,3.0371,66.7736,1.3355,346.3
0.1893,3.0337,66.7771,1.3355,346.4
0.1893,3.0303,66.7805,1.3356,346.5
0.1892,3.0269,66.7840,1.3357,346.6
0.1892,3.0235,66.7874,1.3357,346.7
0.1891,3.0201,66.7909,1.3358,346.8
0.1890,3.0168,66.7943,1.3359,346.9
0.1890,3.0134,66.7977,1.3360,347.0
0.1889,3.0100,66.8011,1.3360,347.1
0.1889,3.0067,66.8046,1.3361,347.2
0.1888,3.0033,66.8080,1.3362,347.3
0.1888,2.9999,66.8114,1.3362,347.4
0.1887,2.9966,66.8148,1.3363,347.5
0.1886,2.9932,66.8182,1.3364,347.6
0.1886,2.9899,66.8216,1.3364,347.7
0.1885,2.9866,66.8250,1.3365,347.8
0.1885,2.9832,66.8284,1.3366,347.9
0.1884,2.9799,66.8318,1.3366,348.0
0.1884,2.9765,66.8352,1.3367,348.1
0.1883,2.9732,66.8385,1.3368,348.2
0.1883,2.9699,66.8419,1.3368,348.3
0.1882,2.9666,66.8453,1.3369,348.4
0.1881,2.9633,66.8487,1.3370,348.5
0.1881,2.9600,66.8520,1.3370,348.6
0.1880,2.9566,66.8554,1.3371,348.7
0.1880,2.9533,66.8588,1.3372,348.8
0.1879,2.9500,66.8621,1.3372,348.9
0.1879,2.9467,66.8655,1.3373,349.0
0.1878,2.9435,66.8688,1.3374,349.1
0.1878,2.9402,66.8722,1.3374,349.2
0.1877,2.9369,66.8755,1.3375,349.3
0.1876,2.9336,66.8788,1.3376,349.4
0.1876,2.9303,66.8822,1.3376,349.5
0.1875,2.9270,66.8855,1.3377,349.6
0.1875,2.9238,66.8888,1.3378,349.7
0.1874,2.9205,66.8921,1.3378,349.8
0.1874,2.9172,66.8955,1.3379,349.9
0.1873,2.9140,66.8988,1.3380,350.0
0.1873,2.9107,66.9021,1.3380,350.1
0.1872,2.9075,66.9054,1.3381,350.2
0.1872,2.9042,66.9087,1.3382,350.3
0.1871,2.9010,66.9120,1.3382,350.4
0.1870,2.8977,66.9153,1.3383,350.5
0.1870,2.8945,66.9186,1.3384,350.6
0.1869,2.8913,66.9219,1.3384,350.7
0.1869,2.8880,66.9252,1.3385,350.8
0.1868,2.8848,66.9285,1.3386,350.9
0.1868,2.8816,66.9317,1.3386,351.0
0.1867,2.8784,66.9350,1.3387,351.1
0.1867,2.8751,66.9383,1.3388,351.2
0.1866,2.8719,66.9415,1.3388,351.3
0.1866,2.8687,66.9448,1.3389,351.4
0.1865,2.8655,66.9481,1.3390,351.5
0.1864,2.8623,66.9513,1.3390,351.6
0.1864,2.8591,66.9546,1.3391,351.7
0.1863,2.8559,66.9578,1.3392,351.8
0.1863,2.8527,66.9611,1.3392,351.9
0.1862,2.8495,66.9643,1.3393,352.0
0.1862,2.8463,66.9675,1.3394,352.1
0.1861,2.8432,66.9708,1.3394,352.2
0.1861,2.8400,66.9740,1.3395,352.3
0.1860,2.8368,66.9772,1.3395,352.4
0.1860,2.8336,66.9805,1.3396,352.5
0.1859,2.8305,66.9837,1.3397,352.6
0.1859,2.8273,66.9869,1.3397,352.7
0.1858,2.8241,66.9901,1.3398,352.8
0.1858,2.8210,66.9933,1.3399,352.9
0.1857,2.8178,66.9965,1.3399,353.0
0.1857,2.8147,66.9997,1.3400,353.1
0.1856,2.8115,67.0029,1.3401,353.2
0.1856,2.8084,67.0061,1.3401,353.3
0.1855,2.8053,67.0093,1.3402,353.4
0.1854,2.8021,67.0125,1.3403,353.5
0.1854,2.7990,67.0157,1.3403,353.6
0.1853,2.7959,67.0189,1.3404,353.7
0.1853,2.7927,67.0220,1.3404,353.8
0.1852,2.7896,67.0252,1.3405,353.9
0.1852,2.7865,67.0284,1.3406,354.0
0.1851,2.7834,67.0316,1.3406,354.1
0.1851,2.7803,67.0347,1.3407,354.2
0.1850,2.7772,67.0379,1.3408,354.3
0.1850,2.7741,67.0410,1.3408,354.4
0.1849,2.7710,67.0442,1.3409,354.5
0.1849,2.7679,67.0473,1.3409,354.6
0.1848,2.7648,67.0505,1.3410,354.7
0.1848,2.7617,67.0536,1.3411,354.8
0.1847,2.7586,67.0568,1.3411,354.9
0.1847,2.7555,67.0599,1.3412,355.0
0.1846,2.7524,67.0630,1.3413,355.1
0.1846,2.7493,67.0662,1.3413,355.2
0.1845,2.7463,67.0693,1.3414,355.3
0.1845,2.7432,67.0724,1.3414,355.4
0.1844,2.7401,67.0755,1.3415,355.5
0.1844,2.7371,67.0786,1.3416,355.6
0.1843,2.7340,67.0817,1.3416,355.7
0.1843,2.7310,67.0849,1.3417,355.8
0.1842,2.7279,67.0880,1.3418,355.9
0.1842,2.7249,67.0911,1.3418,356.0
0.1841,2.7218,67.0942,1.3419,356.1
0.1841,2.7188,67.0972,1.3419,356.2
0.1840,2.7157,67.1003,1.3420,356.3
0.1840,2.7127,67.1034,1.3421,356.4
0.1839,2.7097,67.1065,1.3421,356.5
0.1839,2.7066,67.1096,1.3422,356.6
0.1838,2.7036,67.1127,1.3423,356.7
0.1838,2.7006,67.1157,1.3423,356.8
0.1837,2.6976,67.1188,1.3424,356.9
0.1837,2.6945,67.1219,1.3424,357.0
0.1836,2.6915,67.1249,1.3425,357.1
0.1836,2.6885,67.1280,1.3426,357.2
0.1835,2.6855,67.1310,1.3426,357.3
0.1835,2.6825,67.1341,1.3427,357.4
0.1834,2.6795,67.1371,1.3427,357.5
0.1834,2.6765,67.1402,1.3428,357.6
0.1833,2.6735,67.1432,1.3429,357.7
0.1833,2.6705,67.1463,1.3429,357.8
0.1832,2.6675,67.1493,1.3430,357.9
0.1832,2.6646,67.1523,1.3430,358.0
0.1831,2.6616,67.1554,1.3431,358.1
0.1831,2.6586,67.1584,1.3432,358.2
0.1830,2.6556,67.1614,1.3432,358.3
0.1830,2.6527,67.1644,1.3433,358.4
0.1829,2.6497,67.1674,1.3433,358.5
0.1829,2.6467,67.1704,1.3434,358.6
0.1828,2.6438,67.1735,1.3435,358.7
0.1828,2.6408,67.1765,1.3435,358.8
0.1827,2.6379,67.1795,1.3436,358.9
0.1827,2.6349,67.1825,1.3436,359.0
0.1826,2.6320,67.1854,1.3437,359.1
0.1826,2.6290,67.1884,1.3438,359.2
0.1826,2.6261,67.1914,1.3438,359.3
0.1825,2.6232,67.1944,1.3439,359.4
0.1825,2.6202,67.1974,1.3439,359.5
0.1824,2.6173,67.2004,1.3440,359.6
0.1824,2.6144,67.2033,1.3441,359.7
0.1823,2.6114,67.2063,1.3441,359.8
0.1823,2.6085,67.2093,1.3442,359.9
0.1822,2.6056,67.2122,1.3442,360.0
0.1822,2.6027,67.2152,1.3443,360.1
0.1821,2.5998,67.2182,1.3444,360.2
0.1821,2.5969,67.2211,1.3444,360.3
0.1820,2.5940,67.2241,1.3445,360.4
0.1820,2.5911,67.2270,1.3445,360.5
0.1819,2.5882,67.2300,1.3446,360.6
0.1819,2.5853,67.2329,1.3447,360.7
0.1818,2.5824,67.2358,1.3447,360.8
0.1818,2.5795,67.2388,1.3448,360.9
0.1817,2.5766,67.2417,1.3448,361.0
0.1817,2.5737,67.2446,1.3449,361.1
0.1817,2.5709,67.2476,1.3450,361.2
0.1816,2.5680,67.2505,1.3450,361.3
0.1816,2.5651,67.2534,1.3451,361.4
0.1815,2.5622,67.2563,1.3451,361.5
0.1815,2.5594,67.2592,1.3452,361.6
0.1814,2.5565,67.2621,1.3452,361.7
0.1814,2.5537,67.2650,1.3453,361.8
0.1813,2.5508,67.2679,1.3454,361.9
0.1813,2.5480,67.2708,1.3454,362.0
0.1812,2.5451,67.2737,1.3455,362.1
0.1812,2.5423,67.2766,1.3455,362.2
0.1811,2.5394,67.2795,1.3456,362.3
0.1811,2.5366,67.2824,1.3456,362.4
0.1810,2.5337,67.2853,1.3457,362.5
0.1810,2.5309,67.2882,1.3458,362.6
0.1810,2.5281,67.2910,1.3458,362.7
0.1809,2.5252,67.2939,1.3459,362.8
0.1809,2.5224,67.2968,1.3459,362.9
0.1808,2.5196,67.2997,1.3460,363.0
0.1808,2.5168,67.3025,1.3461,363.1
0.1807,2.5140,67.3054,1.3461,363.2
0.1807,2.5112,67.3082,1.3462,363.3
0.1806,2.5084,67.3111,1.3462,363.4
0.1806,2.5055,67.3139,1.3463,363.5
0.1805,2.5027,67.3168,1.3463,363.6
0.1805,2.4999,67.3196,1.3464,363.7
0.1805,2.4972,67.3225,1.3464,363.8
0.1804,2.4944,67.3253,1.3465,363.9
0.1804,2.4916,67.3281,1.3466,364.0
0.1803,2.4888,67.3310,1.3466,364.1
0.1803,2.4860,67.3338,1.3467,364.2
0.1802,2.4832,67.3366,1.3467,364.3
0.1802,2.4804,67.3394,1.3468,364.4
0.1801,2.4777,67.3423,1.3468,364.5
0.1801,2.4749,67.3451,1.3469,364.6
0.1801,2.4721,67.3479,1.3470,364.7
0.1800,2.4694,67.3507,1.3470,364.8
0.1800,2.4666,67.3535,1.3471,364.9
0.1799,2.4638,67.3563,1.3471,365.0
0.1799,2.4611,67.3591,1.3472,365.1
0.1798,2.4583,67.3619,1.3472,365.2
0.1798,2.4556,67.3647,1.3473,365.3
0.1797,2.4528,67.3675,1.3473,365.4
0.1797,2.4501,67.3703,1.3474,365.5
0.1797,2.4474,67.3731,1.3475,365.6
0.1796,2.4446,67.3758,1.3475,365.7
0.1796,2.4419,67.3786,1.3476,365.8
0.1795,2.4392,67.3814,1.3476,365.9
0.1795,2.4364,67.3842,1.3477,366.0
0.1794,2.4337,67.3869,1.3477,366.1
0.1794,2.4310,67.3897,1.3478,366.2
0.1793,2.4283,67.3925,1.3478,366.3
0.1793,2.4255,67.3952,1.3479,366.4
0.1793,2.4228,67.3980,1.3480,366.5
0.1792,2.4201,67.4007,1.3480,366.6
0.1792,2.4174,67.4035,1.3481,366.7
0.1791,2.4147,67.4062,1.3481,366.8
0.1791,2.4120,67.4090,1.3482,366.9
0.1790,2.4093,67.4117,1.3482,367.0
0.1790,2.4066,67.4145,1.3483,367.1
0.1790,2.4039,67.4172,1.3483,367.2
0.1789,2.4012,67.4199,1.3484,367.3
0.1789,2.3986,67.4226,1.3485,367.4
0.1788,2.3959,67.4254,1.3485,367.5
0.1788,2.3932,67.4281,1.3486,367.6
0.1787,2.3905,67.4308,1.3486,367.7
0.1787,2.3878,67.4335,1.3487,367.8
0.1787,2.3852,67.4362,1.3487,367.9
0.1786,2.3825,67.4389,1.3488,368.0
0.1786,2.3798,67.4417,1.3488,368.1
0.1785,2.3772,67.4444,1.3489,368.2
0.1785,2.3745,67.4471,1.3489,368.3
0.1784,2.3719,67.4498,1.3490,368.4
0.1784,2.3692,67.4525,1.3490,368.5
0.1784,2.3666,67.4551,1.3491,368.6
0.1783,2.3639,67.4578,1.3492,368.7
0.1783,2.3613,67.4605,1.3492,368.8
0.1782,2.3586,67.4632,1.3493,368.9
0.1782,2.3560,67.4659,1.3493,369.0
0.1782,2.3534,67.4686,1.3494,369.1
0.1781,2.3507,67.4712,1.3494,369.2
0.1781,2.3481,67.4739,1.3495,369.3
0.1780,2.3455,67.4766,1.3495,369.4
0.1780,2.3428,67.4792,1.3496,369.5
0.1779,2.3402,67.4819,1.3496,369.6
0.1779,2.3376,67.4846,1.3497,369.7
0.1779,2.3350,67.4872,1.3497,369.8
0.1778,2.3324,67.4899,1.3498,369.9
0.1778,2.3298,67.4925,1.3499,370.0
0.1777,2.3272,67.4952,1.3499,370.1
0.1777,2.3246,67.4978,1.3500,370.2
0.1777,2.3220,67.5005,1.3500,370.3
0.1776,2.3194,67.5031,1.3501,370.4
0.1776,2.3168,67.5057,1.3501,370.5
0.1775,2.3142,67.5084,1.3502,370.6
0.1775,2.3116,67.5110,1.3502,370.7
0.1774,2.3090,67.5136,1.3503,370.8
0.1774,2.3064,67.5162,1.3503,370.9
0.1774,2.3038,67.5189,1.3504,371.0
0.1773,2.3013,67.5215,1.3504,371.1
0.1773,2.2987,67.5241,1.3505,371.2
0.1772,2.2961,67.5267,1.3505,371.3
0.1772,2.2935,67.5293,1.3506,371.4
0.1772,2.2910,67.5319,1.3506,371.5
0.1771,2.2884,67.5345,1.3507,371.6
0.1771,2.2859,67.5371,1.3507,371.7
0.1770,2.2833,67.5397,1.3508,371.8
0.1770,2.2807,67.5423,1.3508,371.9
0.1770,2.2782,67.5449,1.3509,372.0
0.1769,2.2756,67.5475,1.3510,372.1
0.1769,2.2731,67.5501,1.3510,372.2
0.1768,2.2706,67.5527,1.3511,372.3
0.1768,2.2680,67.5553,1.3511,372.4
0.1768,2.2655,67.5578,1.3512,372.5
0.1767,2.2629,67.5604,1.3512,372.6
0.1767,2.2604,67.5630,1.3513,372.7
0.1766,2.2579,67.5655,1.3513,372.8
0.1766,2.2554,67.5681,1.3514,372.9
0.1766,2.2528,67.5707,1.3514,373.0
0.1765,2.2503,67.5732,1.3515,373.1
0.1765,2.2478,67.5758,1.3515,373.2
0.1764,2.2453,67.5783,1.3516,373.3
0.1764,2.2428,67.5809,1.3516,373.4
0.1764,2.2403,67.5834,1.3517,373.5
0.1763,2.2378,67.5860,1.3517,373.6
0.1763,2.2353,67.5885,1.3518,373.7
0.1762,2.2328,67.5911,1.3518,373.8
0.1762,2.2303,67.5936,1.3519,373.9
0.1762,2.2278,67.5961,1.3519,374.0
0.1761,2.2253,67.5987,1.3520,374.1
0.1761,2.2228,67.6012,1.3520,374.2
0.1760,2.2203,67.6037,1.3521,374.3
0.1760,2.2178,67.6063,1.3521,374.4
0.1760,2.2153,67.6088,1.3522,374.5
0.1759,2.2128,67.6113,1.3522,374.6
0.1759,2.2104,67.6138,1.3523,374.7
0.1759,2.2079,67.6163,1.3523,374.8
0.1758,2.2054,67.6188,1.3524,374.9
0.1758,2.2030,67.6213,1.3524,375.0
0.1757,2.2005,67.6238,1.3525,375.1
0.1757,2.1980,67.6263,1.3525,375.2
0.1757,2.1956,67.6288,1.3526,375.3
0.1756,2.1931,67.6313,1.3526,375.4
0.1756,2.1907,67.6338,1.3527,375.5
0.1755,2.1882,67.6363,1.3527,375.6
0.1755,2.1858,67.6388,1.3528,375.7
0.1755,2.1833,67.6413,1.3528,375.8
0.1754,2.1809,67.6438,1.3529,375.9
0.1754,2.1784,67.6462,1.3529,376.0
0.1753,2.1760,67.6487,1.3530,376.1
0.1753,2.1736,67.6512,1.3530,376.2
0.1753,2.1711,67.6537,1.3531,376.3
0.1752,2.1687,67.6561,1.3531,376.4
0.1752,2.1663,67.6586,1.3532,376.5
0.1752,2.1639,67.6610,1.3532,376.6
0.1751,2.1614,67.6635,1.3533,376.7
0.1751,2.1590,67.6660,1.3533,376.8
0.1750,2.1566,67.6684,1.3534,376.9
0.1750,2.1542,67.6709,1.3534,377.0
0.1750,2.1518,67.6733,1.3535,377.1
0.1749,2.1494,67.6758,1.3535,377.2
0.1749,2.1470,67.6782,1.3536,377.3
0.1749,2.1446,67.6806,1.3536,377.4
0.1748,2.1422,67.6831,1.3537,377.5
0.1748,2.1398,67.6855,1.3537,377.6
0.1747,2.1374,67.6879,1.3538,377.7
0.1747,2.1350,67.6904,1.3538,377.8
0.1747,2.1326,67.6928,1.3539,377.9
0.1746,2.1302,67.6952,1.3539,378.0
0.1746,2.1278,67.6976,1.3540,378.1
0.1746,2.1254,67.7001,1.3540,378.2
0.1745,2.1231,67.7025,1.3540,378.3
0.1745,2.1207,67.7049,1.3541,378.4
0.1744,2.1183,67.7073,1.3541,378.5
0.1744,2.1159,67.7097,1.3542,378.6
0.1744,2.1136,67.7121,1.3542,378.7
0.1743,2.1112,67.7145,1.3543,378.8
0.1743,2.1088,67.7169,1.3543,378.9
0.1743,2.1065,67.7193,1.3544,379.0
0.1742,2.1041,67.7217,1.3544,379.1
0.1742,2.1018,67.7241,1.3545,379.2
0.1742,2.0994,67.7265,1.3545,379.3
0.1741,2.0971,67.7289,1.3546,379.4
0.1741,2.0947,67.7312,1.3546,379.5
0.1740,2.0924,67.7336,1.3547,379.6
0.1740,2.0900,67.7360,1.3547,379.7
0.1740,2.0877,67.7384,1.3548,379.8
0.1739,2.0854,67.7408,1.3548,379.9
0.1739,2.0830,67.7431,1.3549,380.0
0.1739,2.0807,67.7455,1.3549,380.1
0.1738,2.0784,67.7479,1.3550,380.2
0.1738,2.0761,67.7502,1.3550,380.3
0.1738,2.0737,67.7526,1.3551,380.4
0.1737,2.0714,67.7549,1.3551,380.5
0.1737,2.0691,67.7573,1.3551,380.6
0.1736,2.0668,67.7596,1.3552,380.7
0.1736,2.0645,67.7620,1.3552,380.8
0.1736,2.0622,67.7643,1.3553,380.9
0.1735,2.0598,67.7667,1.3553,381.0
0.1735,2.0575,67.7690,1.3554,381.1
0.1735,2.0552,67.7714,1.3554,381.2
0.1734,2.0529,67.7737,1.3555,381.3
0.1734,2.0506,67.7760,1.3555,381.4
0.1734,2.0483,67.7784,1.3556,381.5
0.1733,2.0461,67.7807,1.3556,381.6
0.1733,2.0438,67.7830,1.3557,381.7
0.1733,2.0415,67.7853,1.3557,381.8
0.1732,2.0392,67.7876,1.3558,381.9
0.1732,2.0369,67.7900,1.3558,382.0
0.1731,2.0346,67.7923,1.3558,382.1
0.1731,2.0324,67.7946,1.3559,382.2
0.1731,2.0301,67.7969,1.3559,382.3
0.1730,2.0278,67.7992,1.3560,382.4
0.1730,2.0255,67.8015,1.3560,382.5
0.1730,2.0233,67.8038,1.3561,382.6
0.1729,2.0210,67.8061,1.3561,382.7
0.1729,2.0187,67.8084,1.3562,382.8
0.1729,2.0165,67.8107,1.3562,382.9
0.1728,2.0142,67.8130,1.3563,383.0
0.1728,2.0120,67.8153,1.3563,383.1
0.1728,2.0097,67.8176,1.3564,383.2
0.1727,2.0075,67.8198,1.3564,383.3
0.1727,2.0052,67.8221,1.3564,383.4
0.1727,2.0030,67.8244,1.3565,383.5
0.1726,2.0007,67.8267,1.3565,383.6
0.1726,1.9985,67.8290,1.3566,383.7
0.1726,1.9963,67.8312,1.3566,383.8
0.1725,1.9940,67.8335,1.3567,383.9
0.1725,1.9918,67.8358,1.3567,384.0
0.1725,1.9896,67.8380,1.3568,384.1
0.1724,1.9873,67.8403,1.3568,384.2
0.1724,1.9851,67.8425,1.3569,384.3
0.1723,1.9829,67.8448,1.3569,384.4
0.1723,1.9807,67.8471,1.3569,384.5
0.1723,1.9785,67.8493,1.3570,384.6
0.1722,1.9763,67.8516,1.3570,384.7
0.1722,1.9740,67.8538,1.3571,384.8
0.1722,1.9718,67.8560,1.3571,384.9
0.1721,1.9696,67.8583,1.3572,385.0
0.1721,1.9674,67.8605,1.3572,385.1
0.1721,1.9652,67.8628,1.3573,385.2
0.1720,1.9630,67.8650,1.3573,385.3
0.1720,1.9608,67.8672,1.3573,385.4
0.1720,1.9586,67.8694,1.3574,385.5
0.1719,1.9564,67.8717,1.3574,385.6
0.1719,1.9542,67.8739,1.3575,385.7
0.1719,1.9521,67.8761,1.3575,385.8
0.1718,1.9499,67.8783,1.3576,385.9
0.1718,1.9477,67.8805,1.3576,386.0
0.1718,1.9455,67.8828,1.3577,386.1
0.1717,1.9433,67.8850,1.3577,386.2
0.1717,1.9412,67.8872,1.3577,386.3
0.1717,1.9390,67.8894,1.3578,386.4
0.1716,1.9368,67.8916,1.3578,386.5
0.1716,1.9346,67.8938,1.3579,386.6
0.1716,1.9325,67.8960,1.3579,386.7
0.1715,1.9303,67.8982,1.3580,386.8
0.1715,1.9282,67.9004,1.3580,386.9
0.1715,1.9260,67.9026,1.3581,387.0
0.1714,1.9238,67.9048,1.3581,387.1
0.1714,1.9217,67.9069,1.3581,387.2
0.1714,1.9195,67.9091,1.3582,387.3
0.1713,1.9174,67.9113,1.3582,387.4
0.1713,1.9152,67.9135,1.3583,387.5
0.1713,1.9131,67.9157,1.3583,387.6
0.1712,1.9110,67.9178,1.3584,387.7
0.1712,1.9088,67.9200,1.3584,387.8
0.1712,1.9067,67.9222,1.3584,387.9
0.1711,1.9046,67.9243,1.3585,388.0
0.1711,1.9024,67.9265,1.3585,388.1
0.1711,1.9003,67.9287,1.3586,388.2
0.1710,1.8982,67.9308,1.3586,388.3
0.1710,1.8960,67.9330,1.3587,388.4
0.1710,1.8939,67.9351,1.3587,388.5
0.1710,1.8918,67.9373,1.3587,388.6
0.1709,1.8897,67.9394,1.3588,388.7
0.1709,1.8876,67.9416,1.3588,388.8
0.1709,1.8855,67.9437,1.3589,388.9
0.1708,1.8833,67.9459,1.3589,389.0
0.1708,1.8812,67.9480,1.3590,389.1
0.1708,1.8791,67.9502,1.3590,389.2
0.1707,1.8770,67.9523,1.3590,389.3
0.1707,1.8749,67.9544,1.3591,389.4
0.1707,1.8728,67.9566,1.3591,389.5
0.1706,1.8707,67.9587,1.3592,389.6
0.1706,1.8686,67.9608,1.3592,389.7
0.1706,1.8665,67.9629,1.3593,389.8
0.1705,1.8645,67.9651,1.3593,389.9
0.1705,1.8624,67.9672,1.3593,390.0
0.1705,1.8603,67.9693,1.3594,390.1
0.1704,1.8582,67.9714,1.3594,390.2
0.1704,1.8561,67.9735,1.3595,390.3
0.1704,1.8540,67.9756,1.3595,390.4
0.1703,1.8520,67.9777,1.3596,390.5
0.1703,1.8499,67.9798,1.3596,390.6
0.1703,1.8478,67.9819,1.3596,390.7
0.1702,1.8458,67.9840,1.3597,390.8
0.1702,1.8437,67.9861,1.3597,390.9
0.1702,1.8416,67.9882,1.3598,391.0
0.1702,1.8396,67.9903,1.3598,391.1
0.1701,1.8375,67.9924,1.3598,391.2
0.1701,1.8355,67.9945,1.3599,391.3
0.1701,1.8334,67.9966,1.3599,391.4
0.1700,1.8313,67.9987,1.3600,391.5
0.1700,1.8293,68.0008,1.3600,391.6
0.1700,1.8272,68.0028,1.3601,391.7
0.1699,1.8252,68.0049,1.3601,391.8
0.1699,1.8232,68.0070,1.3601,391.9
0.1699,1.8211,68.0091,1.3602,392.0
0.1698,1.8191,68.0111,1.3602,392.1
0.1698,1.8170,68.0132,1.3603,392.2
0.1698,1.8150,68.0153,1.3603,392.3
0.1698,1.8130,68.0173,1.3603,392.4
0.1697,1.8109,68.0194,1.3604,392.5
0.1697,1.8089,68.0214,1.3604,392.6
0.1697,1.8069,68.0235,1.3605,392.7
0.1696,1.8049,68.0255,1.3605,392.8
0.1696,1.8029,68.0276,1.3606,392.9
0.1696,1.8008,68.0296,1.3606,393.0
0.1695,1.7988,68.0317,1.3606,393.1
0.1695,1.7968,68.0337,1.3607,393.2
0.1695,1.7948,68.0358,1.3607,393.3
0.1694,1.7928,68.0378,1.3608,393.4
0.1694,1.7908,68.0399,1.3608,393.5
0.1694,1.7888,68.0419,1.3608,393.6
0.1694,1.7868,68.0439,1.3609,393.7
0.1693,1.7848,68.0460,1.3609,393.8
0.1693,1.7828,68.0480,1.3610,393.9
0.1693,1.7808,68.0500,1.3610,394.0
0.1692,1.7788,68.0520,1.3610,394.1
0.1692,1.7768,68.0541,1.3611,394.2
0.1692,1.7748,68.0561,1.3611,394.3
0.1691,1.7728,68.0581,1.3612,394.4
0.1691,1.7708,68.0601,1.3612,394.5
0.1691,1.7689,68.0621,1.3612,394.6
0.1691,1.7669,68.0641,1.3613,394.7
0.1690,1.7649,68.0661,1.3613,394.8
0.1690,1.7629,68.0681,1.3614,394.9
0.1690,1.7609,68.0701,1.3614,395.0
0.1689,1.7590,68.0721,1.3614,395.1
0.1689,1.7570,68.0741,1.3615,395.2
0.1689,1.7550,68.0761,1.3615,395.3
0.1688,1.7531,68.0781,1.3616,395.4
0.1688,1.7511,68.0801,1.3616,395.5
0.1688,1.7491,68.0821,1.3616,395.6
0.1688,1.7472,68.0841,1.3617,395.7
0.1687,1.7452,68.0861,1.3617,395.8
0.1687,1.7433,68.0881,1.3618,395.9
0.1687,1.7413,68.0901,1.3618,396.0
0.1686,1.7394,68.0920,1.3618,396.1
0.1686,1.7374,68.0940,1.3619,396.2
0.1686,1.7355,68.0960,1.3619,396.3
0.1686,1.7335,68.0980,1.3620,396.4
0.1685,1.7316,68.0999,1.3620,396.5
0.1685,1.7297,68.1019,1.3620,396.6
0.1685,1.7277,68.1039,1.3621,396.7
0.1684,1.7258,68.1058,1.3621,396.8
0.1684,1.7239,68.1078,1.3622,396.9
0.1684,1.7219,68.1097,1.3622,397.0
0.1683,1.7200,68.1117,1.3622,397.1
0.1683,1.7181,68.1136,1.3623,397.2
0.1683,1.7162,68.1156,1.3623,397.3
0.1683,1.7142,68.1176,1.3624,397.4
