S,I,R,mortes,tempo
0.1563,0.8918,68.9518,1.3790,455.7
0.1563,0.8908,68.9529,1.3791,455.8
0.1563,0.8898,68.9539,1.3791,455.9
0.1563,0.8888,68.9549,1.3791,456.0
0.1563,0.8878,68.9559,1.3791,456.1
0.1563,0.8868,68.9569,1.3791,456.2
0.1563,0.8859,68.9579,1.3792,456.3
0.1563,0.8849,68.9589,1.3792,456.4
0.1562,0.8839,68.9599,1.3792,456.5
0.1562,0.8829,68.9609,1.3792,456.6
0.1562,0.8819,68.9619,1.3792,456.7
0.1562,0.8809,68.9629,1.3793,456.8
0.1562,0.8799,68.9639,1.3793,456.9
0.1562,0.8789,68.9649,1.3793,457.0
0.1562,0.8779,68.9659,1.3793,457.1
0.1561,0.8770,68.9669,1.3793,457.2
0.1561,0.8760,68.9679,1.3794,457.3
0.1561,0.8750,68.9689,1.3794,457.4
0.1561,0.8740,68.9699,1.3794,457.5
0.1561,0.8730,68.9709,1.3794,457.6
0.1561,0.8721,68.9719,1.3794,457.7
0.1561,0.8711,68.9729,1.3795,457.8
0.1560,0.8701,68.9739,1.3795,457.9
0.1560,0.8691,68.9749,1.3795,458.0
0.1560,0.8681,68.9759,1.3795,458.1
0.1560,0.8672,68.9768,1.3795,458.2
0.1560,0.8662,68.9778,1.3796,458.3
0.1560,0.8652,68.9788,1.3796,458.4
0.1560,0.8643,68.9798,1.3796,458.5
0.1560,0.8633,68.9808,1.3796,458.6
0.1559,0.8623,68.9818,1.3796,458.7
0.1559,0.8614,68.9827,1.3797,458.8
0.1559,0.8604,68.9837,1.3797,458.9
0.1559,0.8594,68.9847,1.3797,459.0
0.1559,0.8585,68.9857,1.3797,459.1
0.1559,0.8575,68.9866,1.3797,459.2
0.1559,0.8565,68.9876,1.3798,459.3
0.1558,0.8556,68.9886,1.3798,459.4
0.1558,0.8546,68.9896,1.3798,459.5
0.1558,0.8537,68.9905,1.3798,459.6
0.1558,0.8527,68.9915,1.3798,459.7
0.1558,0.8518,68.9925,1.3798,459.8
0.1558,0.8508,68.9934,1.3799,459.9
0.1558,0.8498,68.9944,1.3799,460.0
0.1558,0.8489,68.9954,1.3799,460.1
0.1557,0.8479,68.9963,1.3799,460.2
0.1557,0.8470,68.9973,1.3799,460.3
0.1557,0.8460,68.9983,1.3800,460.4
0.1557,0.8451,68.9992,1.3800,460.5
0.1557,0.8441,69.0002,1.3800,460.6
0.1557,0.8432,69.0012,1.3800,460.7
0.1557,0.8423,69.0021,1.3800,460.8
0.1556,0.8413,69.0031,1.3801,460.9
0.1556,0.8404,69.0040,1.3801,461.0
0.1556,0.8394,69.0050,1.3801,461.1
0.1556,0.8385,69.0059,1.3801,461.2
0.1556,0.8375,69.0069,1.3801,461.3
0.1556,0.8366,69.0078,1.3802,461.4
0.1556,0.8357,69.0088,1.3802,461.5
0.1556,0.8347,69.0097,1.3802,461.6
0.1555,0.8338,69.0107,1.3802,461.7
0.1555,0.8329,69.0116,1.3802,461.8
0.1555,0.8319,69.0126,1.3803,461.9
0.1555,0.8310,69.0135,1.3803,462.0
0.1555,0.8301,69.0145,1.3803,462.1
0.1555,0.8291,69.0154,1.3803,462.2
0.1555,0.8282,69.0163,1.3803,462.3
0.1555,0.8273,69.0173,1.3803,462.4
0.1554,0.8264,69.0182,1.3804,462.5
0.1554,0.8254,69.0192,1.3804,462.6
0.1554,0.8245,69.0201,1.3804,462.7
0.1554,0.8236,69.0210,1.3804,462.8
0.1554,0.8227,69.0220,1.3804,462.9
0.1554,0.8217,69.0229,1.3805,463.0
0.1554,0.8208,69.0238,1.3805,463.1
0.1553,0.8199,69.0248,1.3805,463.2
0.1553,0.8190,69.0257,1.3805,463.3
0.1553,0.8181,69.0266,1.3805,463.4
0.1553,0.8171,69.0276,1.3806,463.5
0.1553,0.8162,69.0285,1.3806,463.6
0.1553,0.8153,69.0294,1.3806,463.7
0.1553,0.8144,69.0304,1.3806,463.8
0.1553,0.8135,69.0313,1.3806,463.9
0.1552,0.8126,69.0322,1.3806,464.0
0.1552,0.8117,69.0331,1.3807,464.1
0.1552,0.8107,69.0340,1.3807,464.2
0.1552,0.8098,69.0350,1.3807,464.3
0.1552,0.8089,69.0359,1.3807,464.4
0.1552,0.8080,69.0368,1.3807,464.5
0.1552,0.8071,69.0377,1.3808,464.6
0.1552,0.8062,69.0386,1.3808,464.7
0.1551,0.8053,69.0396,1.3808,464.8
0.1551,0.8044,69.0405,1.3808,464.9
0.1551,0.8035,69.0414,1.3808,465.0
0.1551,0.8026,69.0423,1.3808,465.1
0.1551,0.8017,69.0432,1.3809,465.2
0.1551,0.8008,69.0441,1.3809,465.3
0.1551,0.7999,69.0450,1.3809,465.4
0.1551,0.7990,69.0459,1.3809,465.5
0.1550,0.7981,69.0469,1.3809,465.6
0.1550,0.7972,69.0478,1.3810,465.7
0.1550,0.7963,69.0487,1.3810,465.8
0.1550,0.7954,69.0496,1.3810,465.9
0.1550,0.7945,69.0505,1.3810,466.0
0.1550,0.7937,69.0514,1.3810,466.1
0.1550,0.7928,69.0523,1.3810,466.2
0.1550,0.7919,69.0532,1.3811,466.3
0.1549,0.7910,69.0541,1.3811,466.4
0.1549,0.7901,69.0550,1.3811,466.5
0.1549,0.7892,69.0559,1.3811,466.6
0.1549,0.7883,69.0568,1.3811,466.7
0.1549,0.7874,69.0577,1.3812,466.8
0.1549,0.7866,69.0586,1.3812,466.9
0.1549,0.7857,69.0595,1.3812,467.0
0.1549,0.7848,69.0603,1.3812,467.1
0.1549,0.7839,69.0612,1.3812,467.2
0.1548,0.7830,69.0621,1.3812,467.3
0.1548,0.7822,69.0630,1.3813,467.4
0.1548,0.7813,69.0639,1.3813,467.5
0.1548,0.7804,69.0648,1.3813,467.6
0.1548,0.7795,69.0657,1.3813,467.7
0.1548,0.7787,69.0666,1.3813,467.8
0.1548,0.7778,69.0675,1.3813,467.9
0.1548,0.7769,69.0683,1.3814,468.0
0.1547,0.7761,69.0692,1.3814,468.1
0.1547,0.7752,69.0701,1.3814,468.2
0.1547,0.7743,69.0710,1.3814,468.3
0.1547,0.7734,69.0719,1.3814,468.4
0.1547,0.7726,69.0727,1.3815,468.5
0.1547,0.7717,69.0736,1.3815,468.6
0.1547,0.7708,69.0745,1.3815,468.7
0.1547,0.7700,69.0754,1.3815,468.8
0.1546,0.7691,69.0763,1.3815,468.9
0.1546,0.7683,69.0771,1.3815,469.0
0.1546,0.7674,69.0780,1.3816,469.1
0.1546,0.7665,69.0789,1.3816,469.2
0.1546,0.7657,69.0797,1.3816,469.3
0.1546,0.7648,69.0806,1.3816,469.4
0.1546,0.7640,69.0815,1.3816,469.5
0.1546,0.7631,69.0824,1.3816,469.6
0.1546,0.7622,69.0832,1.3817,469.7
0.1545,0.7614,69.0841,1.3817,469.8
0.1545,0.7605,69.0850,1.3817,469.9
0.1545,0.7597,69.0858,1.3817,470.0
0.1545,0.7588,69.0867,1.3817,470.1
0.1545,0.7580,69.0875,1.3818,470.2
0.1545,0.7571,69.0884,1.3818,470.3
0.1545,0.7563,69.0893,1.3818,470.4
0.1545,0.7554,69.0901,1.3818,470.5
0.1544,0.7546,69.0910,1.3818,470.6
0.1544,0.7537,69.0918,1.3818,470.7
0.1544,0.7529,69.0927,1.3819,470.8
0.1544,0.7521,69.0936,1.3819,470.9
0.1544,0.7512,69.0944,1.3819,471.0
0.1544,0.7504,69.0953,1.3819,471.1
0.1544,0.7495,69.0961,1.3819,471.2
0.1544,0.7487,69.0970,1.3819,471.3
0.1544,0.7479,69.0978,1.3820,471.4
0.1543,0.7470,69.0987,1.3820,471.5
0.1543,0.7462,69.0995,1.3820,471.6
0.1543,0.7453,69.1004,1.3820,471.7
0.1543,0.7445,69.1012,1.3820,471.8
0.1543,0.7437,69.1021,1.3820,471.9
0.1543,0.7428,69.1029,1.3821,472.0
0.1543,0.7420,69.1038,1.3821,472.1
0.1543,0.7412,69.1046,1.3821,472.2
0.1543,0.7403,69.1054,1.3821,472.3
0.1542,0.7395,69.1063,1.3821,472.4
0.1542,0.7387,69.1071,1.3821,472.5
0.1542,0.7379,69.1080,1.3822,472.6
0.1542,0.7370,69.1088,1.3822,472.7
0.1542,0.7362,69.1096,1.3822,472.8
0.1542,0.7354,69.1105,1.3822,472.9
0.1542,0.7346,69.1113,1.3822,473.0
0.1542,0.7337,69.1121,1.3822,473.1
0.1541,0.7329,69.1130,1.3823,473.2
0.1541,0.7321,69.1138,1.3823,473.3
0.1541,0.7313,69.1146,1.3823,473.4
0.1541,0.7304,69.1155,1.3823,473.5
0.1541,0.7296,69.1163,1.3823,473.6
0.1541,0.7288,69.1171,1.3823,473.7
0.1541,0.7280,69.1180,1.3824,473.8
0.1541,0.7272,69.1188,1.3824,473.9
0.1541,0.7264,69.1196,1.3824,474.0
0.1540,0.7255,69.1204,1.3824,474.1
0.1540,0.7247,69.1213,1.3824,474.2
0.1540,0.7239,69.1221,1.3824,474.3
0.1540,0.7231,69.1229,1.3825,474.4
0.1540,0.7223,69.1237,1.3825,474.5
0.1540,0.7215,69.1246,1.3825,474.6
0.1540,0.7207,69.1254,1.3825,474.7
0.1540,0.7199,69.1262,1.3825,474.8
0.1540,0.7191,69.1270,1.3825,474.9
0.1539,0.7183,69.1278,1.3826,475.0
0.1539,0.7175,69.1286,1.3826,475.1
0.1539,0.7166,69.1295,1.3826,475.2
0.1539,0.7158,69.1303,1.3826,475.3
0.1539,0.7150,69.1311,1.3826,475.4
0.1539,0.7142,69.1319,1.3826,475.5
0.1539,0.7134,69.1327,1.3827,475.6
0.1539,0.7126,69.1335,1.3827,475.7
0.1539,0.7118,69.1343,1.3827,475.8
0.1538,0.7110,69.1351,1.3827,475.9
0.1538,0.7102,69.1359,1.3827,476.0
0.1538,0.7095,69.1368,1.3827,476.1
0.1538,0.7087,69.1376,1.3828,476.2
0.1538,0.7079,69.1384,1.3828,476.3
0.1538,0.7071,69.1392,1.3828,476.4
0.1538,0.7063,69.1400,1.3828,476.5
0.1538,0.7055,69.1408,1.3828,476.6
0.1538,0.7047,69.1416,1.3828,476.7
0.1537,0.7039,69.1424,1.3828,476.8
0.1537,0.7031,69.1432,1.3829,476.9
0.1537,0.7023,69.1440,1.3829,477.0
0.1537,0.7015,69.1448,1.3829,477.1
0.1537,0.7008,69.1456,1.3829,477.2
0.1537,0.7000,69.1464,1.3829,477.3
0.1537,0.6992,69.1472,1.3829,477.4
0.1537,0.6984,69.1480,1.3830,477.5
0.1537,0.6976,69.1488,1.3830,477.6
0.1537,0.6968,69.1495,1.3830,477.7
0.1536,0.6961,69.1503,1.3830,477.8
0.1536,0.6953,69.1511,1.3830,477.9
0.1536,0.6945,69.1519,1.3830,478.0
0.1536,0.6937,69.1527,1.3831,478.1
0.1536,0.6929,69.1535,1.3831,478.2
0.1536,0.6922,69.1543,1.3831,478.3
0.1536,0.6914,69.1551,1.3831,478.4
0.1536,0.6906,69.1559,1.3831,478.5
0.1536,0.6898,69.1566,1.3831,478.6
0.1535,0.6891,69.1574,1.3831,478.7
0.1535,0.6883,69.1582,1.3832,478.8
0.1535,0.6875,69.1590,1.3832,478.9
0.1535,0.6867,69.1598,1.3832,479.0
0.1535,0.6860,69.1606,1.3832,479.1
0.1535,0.6852,69.1613,1.3832,479.2
0.1535,0.6844,69.1621,1.3832,479.3
0.1535,0.6837,69.1629,1.3833,479.4
0.1535,0.6829,69.1637,1.3833,479.5
0.1535,0.6821,69.1644,1.3833,479.6
0.1534,0.6814,69.1652,1.3833,479.7
0.1534,0.6806,69.1660,1.3833,479.8
0.1534,0.6798,69.1668,1.3833,479.9
0.1534,0.6791,69.1675,1.3834,480.0
0.1534,0.6783,69.1683,1.3834,480.1
0.1534,0.6776,69.1691,1.3834,480.2
0.1534,0.6768,69.1698,1.3834,480.3
0.1534,0.6760,69.1706,1.3834,480.4
0.1534,0.6753,69.1714,1.3834,480.5
0.1533,0.6745,69.1722,1.3834,480.6
0.1533,0.6738,69.1729,1.3835,480.7
0.1533,0.6730,69.1737,1.3835,480.8
0.1533,0.6723,69.1744,1.3835,480.9
0.1533,0.6715,69.1752,1.3835,481.0
0.1533,0.6708,69.1760,1.3835,481.1
0.1533,0.6700,69.1767,1.3835,481.2
0.1533,0.6693,69.1775,1.3835,481.3
0.1533,0.6685,69.1783,1.3836,481.4
0.1533,0.6678,69.1790,1.3836,481.5
0.1532,0.6670,69.1798,1.3836,481.6
0.1532,0.6663,69.1805,1.3836,481.7
0.1532,0.6655,69.1813,1.3836,481.8
0.1532,0.6648,69.1820,1.3836,481.9
0.1532,0.6640,69.1828,1.3837,482.0
0.1532,0.6633,69.1836,1.3837,482.1
0.1532,0.6625,69.1843,1.3837,482.2
0.1532,0.6618,69.1851,1.3837,482.3
0.1532,0.6610,69.1858,1.3837,482.4
0.1532,0.6603,69.1866,1.3837,482.5
0.1531,0.6596,69.1873,1.3837,482.6
0.1531,0.6588,69.1881,1.3838,482.7
0.1531,0.6581,69.1888,1.3838,482.8
0.1531,0.6574,69.1896,1.3838,482.9
0.1531,0.6566,69.1903,1.3838,483.0
0.1531,0.6559,69.1911,1.3838,483.1
0.1531,0.6551,69.1918,1.3838,483.2
0.1531,0.6544,69.1926,1.3839,483.3
0.1531,0.6537,69.1933,1.3839,483.4
0.1531,0.6529,69.1940,1.3839,483.5
0.1530,0.6522,69.1948,1.3839,483.6
0.1530,0.6515,69.1955,1.3839,483.7
0.1530,0.6507,69.1963,1.3839,483.8
0.1530,0.6500,69.1970,1.3839,483.9
0.1530,0.6493,69.1977,1.3840,484.0
0.1530,0.6486,69.1985,1.3840,484.1
0.1530,0.6478,69.1992,1.3840,484.2
0.1530,0.6471,69.1999,1.3840,484.3
0.1530,0.6464,69.2007,1.3840,484.4
0.1530,0.6457,69.2014,1.3840,484.5
0.1529,0.6449,69.2021,1.3840,484.6
0.1529,0.6442,69.2029,1.3841,484.7
0.1529,0.6435,69.2036,1.3841,484.8
0.1529,0.6428,69.2043,1.3841,484.9
0.1529,0.6420,69.2051,1.3841,485.0
0.1529,0.6413,69.2058,1.3841,485.1
0.1529,0.6406,69.2065,1.3841,485.2
0.1529,0.6399,69.2073,1.3841,485.3
0.1529,0.6392,69.2080,1.3842,485.4
0.1529,0.6385,69.2087,1.3842,485.5
0.1528,0.6377,69.2094,1.3842,485.6
0.1528,0.6370,69.2102,1.3842,485.7
0.1528,0.6363,69.2109,1.3842,485.8
0.1528,0.6356,69.2116,1.3842,485.9
0.1528,0.6349,69.2123,1.3842,486.0
0.1528,0.6342,69.2131,1.3843,486.1
0.1528,0.6335,69.2138,1.3843,486.2
0.1528,0.6328,69.2145,1.3843,486.3
0.1528,0.6320,69.2152,1.3843,486.4
0.1528,0.6313,69.2159,1.3843,486.5
0.1527,0.6306,69.2166,1.3843,486.6
0.1527,0.6299,69.2174,1.3843,486.7
0.1527,0.6292,69.2181,1.3844,486.8
0.1527,0.6285,69.2188,1.3844,486.9
0.1527,0.6278,69.2195,1.3844,487.0
0.1527,0.6271,69.2202,1.3844,487.1
0.1527,0.6264,69.2209,1.3844,487.2
0.1527,0.6257,69.2216,1.3844,487.3
0.1527,0.6250,69.2224,1.3844,487.4
0.1527,0.6243,69.2231,1.3845,487.5
0.1527,0.6236,69.2238,1.3845,487.6
0.1526,0.6229,69.2245,1.3845,487.7
0.1526,0.6222,69.2252,1.3845,487.8
0.1526,0.6215,69.2259,1.3845,487.9
0.1526,0.6208,69.2266,1.3845,488.0
0.1526,0.6201,69.2273,1.3845,488.1
0.1526,0.6194,69.2280,1.3846,488.2
0.1526,0.6187,69.2287,1.3846,488.3
0.1526,0.6180,69.2294,1.3846,488.4
0.1526,0.6173,69.2301,1.3846,488.5
0.1526,0.6166,69.2308,1.3846,488.6
0.1525,0.6159,69.2315,1.3846,488.7
0.1525,0.6153,69.2322,1.3846,488.8
0.1525,0.6146,69.2329,1.3847,488.9
0.1525,0.6139,69.2336,1.3847,489.0
0.1525,0.6132,69.2343,1.3847,489.1
0.1525,0.6125,69.2350,1.3847,489.2
0.1525,0.6118,69.2357,1.3847,489.3
0.1525,0.6111,69.2364,1.3847,489.4
0.1525,0.6104,69.2371,1.3847,489.5
0.1525,0.6098,69.2378,1.3848,489.6
0.1525,0.6091,69.2385,1.3848,489.7
0.1524,0.6084,69.2392,1.3848,489.8
0.1524,0.6077,69.2399,1.3848,489.9
0.1524,0.6070,69.2406,1.3848,490.0
0.1524,0.6063,69.2413,1.3848,490.1
0.1524,0.6057,69.2420,1.3848,490.2
0.1524,0.6050,69.2426,1.3849,490.3
0.1524,0.6043,69.2433,1.3849,490.4
0.1524,0.6036,69.2440,1.3849,490.5
0.1524,0.6030,69.2447,1.3849,490.6
0.1524,0.6023,69.2454,1.3849,490.7
0.1524,0.6016,69.2461,1.3849,490.8
0.1523,0.6009,69.2468,1.3849,490.9
0.1523,0.6003,69.2474,1.3849,491.0
0.1523,0.5996,69.2481,1.3850,491.1
0.1523,0.5989,69.2488,1.3850,491.2
0.1523,0.5982,69.2495,1.3850,491.3
0.1523,0.5976,69.2502,1.3850,491.4
0.1523,0.5969,69.2508,1.3850,491.5
0.1523,0.5962,69.2515,1.3850,491.6
0.1523,0.5956,69.2522,1.3850,491.7
0.1523,0.5949,69.2529,1.3851,491.8
0.1523,0.5942,69.2536,1.3851,491.9
0.1522,0.5936,69.2542,1.3851,492.0
0.1522,0.5929,69.2549,1.3851,492.1
0.1522,0.5922,69.2556,1.3851,492.2
0.1522,0.5916,69.2562,1.3851,492.3
0.1522,0.5909,69.2569,1.3851,492.4
0.1522,0.5902,69.2576,1.3852,492.5
0.1522,0.5896,69.2583,1.3852,492.6
0.1522,0.5889,69.2589,1.3852,492.7
0.1522,0.5883,69.2596,1.3852,492.8
0.1522,0.5876,69.2603,1.3852,492.9
0.1522,0.5869,69.2609,1.3852,493.0
0.1521,0.5863,69.2616,1.3852,493.1
0.1521,0.5856,69.2623,1.3852,493.2
0.1521,0.5850,69.2629,1.3853,493.3
0.1521,0.5843,69.2636,1.3853,493.4
0.1521,0.5837,69.2643,1.3853,493.5
0.1521,0.5830,69.2649,1.3853,493.6
0.1521,0.5824,69.2656,1.3853,493.7
0.1521,0.5817,69.2663,1.3853,493.8
0.1521,0.5810,69.2669,1.3853,493.9
0.1521,0.5804,69.2676,1.3854,494.0
0.1521,0.5797,69.2682,1.3854,494.1
0.1520,0.5791,69.2689,1.3854,494.2
0.1520,0.5784,69.2696,1.3854,494.3
0.1520,0.5778,69.2702,1.3854,494.4
0.1520,0.5771,69.2709,1.3854,494.5
0.1520,0.5765,69.2715,1.3854,494.6
0.1520,0.5759,69.2722,1.3854,494.7
0.1520,0.5752,69.2728,1.3855,494.8
0.1520,0.5746,69.2735,1.3855,494.9
0.1520,0.5739,69.2741,1.3855,495.0
0.1520,0.5733,69.2748,1.3855,495.1
0.1520,0.5726,69.2754,1.3855,495.2
0.1520,0.5720,69.2761,1.3855,495.3
0.1519,0.5714,69.2767,1.3855,495.4
0.1519,0.5707,69.2774,1.3855,495.5
0.1519,0.5701,69.2780,1.3856,495.6
0.1519,0.5694,69.2787,1.3856,495.7
0.1519,0.5688,69.2793,1.3856,495.8
0.1519,0.5682,69.2800,1.3856,495.9
0.1519,0.5675,69.2806,1.3856,496.0
0.1519,0.5669,69.2813,1.3856,496.1
0.1519,0.5662,69.2819,1.3856,496.2
0.1519,0.5656,69.2826,1.3857,496.3
0.1519,0.5650,69.2832,1.3857,496.4
0.1518,0.5643,69.2838,1.3857,496.5
0.1518,0.5637,69.2845,1.3857,496.6
0.1518,0.5631,69.2851,1.3857,496.7
0.1518,0.5624,69.2858,1.3857,496.8
0.1518,0.5618,69.2864,1.3857,496.9
0.1518,0.5612,69.2870,1.3857,497.0
0.1518,0.5606,69.2877,1.3858,497.1
0.1518,0.5599,69.2883,1.3858,497.2
0.1518,0.5593,69.2890,1.3858,497.3
0.1518,0.5587,69.2896,1.3858,497.4
0.1518,0.5580,69.2902,1.3858,497.5
0.1518,0.5574,69.2909,1.3858,497.6
0.1517,0.5568,69.2915,1.3858,497.7
0.1517,0.5562,69.2921,1.3858,497.8
0.1517,0.5555,69.2928,1.3859,497.9
0.1517,0.5549,69.2934,1.3859,498.0
0.1517,0.5543,69.2940,1.3859,498.1
0.1517,0.5537,69.2947,1.3859,498.2
0.1517,0.5531,69.2953,1.3859,498.3
0.1517,0.5524,69.2959,1.3859,498.4
0.1517,0.5518,69.2965,1.3859,498.5
0.1517,0.5512,69.2972,1.3859,498.6
0.1517,0.5506,69.2978,1.3860,498.7
0.1517,0.5500,69.2984,1.3860,498.8
0.1516,0.5494,69.2990,1.3860,498.9
0.1516,0.5487,69.2997,1.3860,499.0
0.1516,0.5481,69.3003,1.3860,499.1
0.1516,0.5475,69.3009,1.3860,499.2
0.1516,0.5469,69.3015,1.3860,499.3
0.1516,0.5463,69.3022,1.3860,499.4
0.1516,0.5457,69.3028,1.3861,499.5
0.1516,0.5451,69.3034,1.3861,499.6
0.1516,0.5444,69.3040,1.3861,499.7
0.1516,0.5438,69.3046,1.3861,499.8
0.1516,0.5432,69.3052,1.3861,499.9
0.1516,0.5426,69.3059,1.3861,500.0
0.1515,0.5420,69.3065,1.3861,500.1
0.1515,0.5414,69.3071,1.3861,500.2
0.1515,0.5408,69.3077,1.3862,500.3
0.1515,0.5402,69.3083,1.3862,500.4
0.1515,0.5396,69.3089,1.3862,500.5
0.1515,0.5390,69.3096,1.3862,500.6
0.1515,0.5384,69.3102,1.3862,500.7
0.1515,0.5378,69.3108,1.3862,500.8
0.1515,0.5372,69.3114,1.3862,500.9
0.1515,0.5366,69.3120,1.3862,501.0
0.1515,0.5360,69.3126,1.3863,501.1
0.1515,0.5354,69.3132,1.3863,501.2
0.1514,0.5348,69.3138,1.3863,501.3
0.1514,0.5342,69.3144,1.3863,501.4
0.1514,0.5336,69.3150,1.3863,501.5
0.1514,0.5330,69.3157,1.3863,501.6
0.1514,0.5324,69.3163,1.3863,501.7
0.1514,0.5318,69.3169,1.3863,501.8
0.1514,0.5312,69.3175,1.3863,501.9
0.1514,0.5306,69.3181,1.3864,502.0
0.1514,0.5300,69.3187,1.3864,502.1
0.1514,0.5294,69.3193,1.3864,502.2
0.1514,0.5288,69.3199,1.3864,502.3
0.1514,0.5282,69.3205,1.3864,502.4
0.1514,0.5276,69.3211,1.3864,502.5
0.1513,0.5270,69.3217,1.3864,502.6
0.1513,0.5264,69.3223,1.3864,502.7
0.1513,0.5258,69.3229,1.3865,502.8
0.1513,0.5252,69.3235,1.3865,502.9
0.1513,0.5247,69.3241,1.3865,503.0
0.1513,0.5241,69.3247,1.3865,503.1
0.1513,0.5235,69.3252,1.3865,503.2
0.1513,0.5229,69.3258,1.3865,503.3
0.1513,0.5223,69.3264,1.3865,503.4
0.1513,0.5217,69.3270,1.3865,503.5
0.1513,0.5211,69.3276,1.3866,503.6
0.1513,0.5206,69.3282,1.3866,503.7
0.1512,0.5200,69.3288,1.3866,503.8
0.1512,0.5194,69.3294,1.3866,503.9
0.1512,0.5188,69.3300,1.3866,504.0
